ts,event,bucket_id,profile,strategy_id,lot_id,symbol,occ,qty,limit,fill_price,cost,return_pct,pnl_usd,reason,buy_offset,sell_offset,take_profit,stop_loss,spread_frac,detail,order_id
2026-08-05 14:08:56.155099+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,663f29e976d5,META,META260807C00637500,1,0.6,0.6,60.0,,,,-0.01,,0.75,-0.75,0.0677966101694916,RSI crossed 30: 26.2 -> 31.0,918b5eaa-f96d-4dbd-a089-971ac0d1db62
2026-08-05 15:01:15.081355+00:00,exit,165,lab0165_s216_w1_0928_1005_r2,S216,663f29e976d5,META,META260807C00637500,1,,0.29,60.0,-51.67,-31.0,stop_loss (-51.7%),,-0.01,0.5,-0.5,,,a6009b67-422e-4b4e-b888-b062ba424284
2026-08-05 14:08:56.155099+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,fd73a76c789f,META,META260807C00637500,1,0.6,0.6,60.0,,,,-0.01,,0.5,-0.5,,,918b5eaa-f96d-4dbd-a089-971ac0d1db62
2026-08-06 13:46:23.277694+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,5d5b8916a975,META,META260807C00625000,1,0.46,0.46,46.0,,,,-0.01,,0.5,-0.5,,,82590d78-0ebb-4e51-91f0-e67ba8ceb31d
2026-08-05 15:01:15.081355+00:00,exit,165,lab0165_s216_w1_0928_1005_r2,S216,5d5b8916a975,META,META260807C00625000,1,,0.29,46.0,-36.96,-17.0,reconcile_fill,,-0.01,0.5,-0.5,,,a6009b67-422e-4b4e-b888-b062ba424284
2026-08-05 14:08:56.155099+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,48cdfd791634,META,META260807C00637500,1,0.6,0.6,60.0,,,,-0.01,,0.5,-0.5,,,918b5eaa-f96d-4dbd-a089-971ac0d1db62
2026-08-06 13:46:23.277694+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,1e7b201d09e6,META,META260807C00625000,1,0.46,0.46,46.0,,,,-0.01,,0.5,-0.5,,,82590d78-0ebb-4e51-91f0-e67ba8ceb31d
2026-08-05 15:01:15.081355+00:00,exit,165,lab0165_s216_w1_0928_1005_r2,S216,1e7b201d09e6,META,META260807C00625000,1,,0.29,46.0,-36.96,-17.0,reconcile_fill,,-0.01,0.5,-0.5,,,a6009b67-422e-4b4e-b888-b062ba424284
2026-08-07 14:02:57.385307+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,6e6541c2b9e1,TSLA,TSLA260810C00342500,1,0.44,0.43,43.0,,,,-0.01,,0.75,-0.75,0.14285714285714285,RSI crossed 30: 27.8 -> 34.0,ab0cefff-1c0b-4eb9-9ada-e081c4014bb5
2026-08-07 15:11:01.864891+00:00,exit,165,lab0165_s216_w1_0928_1005_r2,S216,6e6541c2b9e1,TSLA,TSLA260810C00342500,1,,0.73,43.0,69.77,30.0,take_profit (+55.7%),,-0.01,0.5,-0.5,,,791bc2b4-cb98-4119-9793-864af6f10602
2026-08-06 13:46:23.277694+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,c5390e3ef247,META,META260807C00625000,1,0.46,0.46,46.0,,,,-0.01,,0.5,-0.5,,,82590d78-0ebb-4e51-91f0-e67ba8ceb31d
2026-08-05 15:01:15.081355+00:00,exit,165,lab0165_s216_w1_0928_1005_r2,S216,c5390e3ef247,META,META260807C00625000,1,,0.29,46.0,-36.96,-17.0,reconcile_fill,,-0.01,0.5,-0.5,,,a6009b67-422e-4b4e-b888-b062ba424284
2026-08-07 14:02:57.385307+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,fe371ec95178,TSLA,TSLA260810C00342500,1,0.43,0.43,43.0,,,,-0.01,,0.5,-0.5,,,ab0cefff-1c0b-4eb9-9ada-e081c4014bb5
2026-08-07 14:02:57.385307+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,48a5f03118ab,TSLA,TSLA260810C00342500,1,0.43,0.43,43.0,,,,-0.01,,0.5,-0.5,,,ab0cefff-1c0b-4eb9-9ada-e081c4014bb5
2026-08-11 14:03:12.274003+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,874452b3fbd3,TTD,TTD260814C00014000,1,0.23,0.22,22.0,,,,-0.01,,0.75,-0.75,0.23255813953488366,RSI crossed 30: 29.9 -> 32.3,4f83d084-41af-4ccb-a89a-1ed6aa551f5a
2026-08-07 15:11:01.864891+00:00,exit,165,lab0165_s216_w1_0928_1005_r2,S216,874452b3fbd3,TTD,TTD260814C00014000,1,,0.73,22.0,231.82,51.0,reconcile_fill,,-0.01,0.5,-0.5,,,791bc2b4-cb98-4119-9793-864af6f10602
2026-08-11 14:03:12.274003+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,cc8002fb2e56,TTD,TTD260814C00014000,1,0.22,0.22,22.0,,,,-0.01,,0.5,-0.5,,,4f83d084-41af-4ccb-a89a-1ed6aa551f5a
2026-08-13 14:02:36.096012+00:00,entry,165,lab0165_s216_w1_0928_1005_r2,S216,64d6d912877e,MARA,MARA260814C00010500,1,0.04,0.03,3.0,,,,-0.01,,0.75,-0.75,0.22222222222222227,RSI crossed 30: 29.9 -> 32.9,96bef62a-629a-4160-bff3-efee6ae63ef3
2026-08-13T14:16:33Z,reconcile,165,lab0165_s216_w1_0928_1005_r2,S216,64d6d912877e,MARA,MARA260814C00010500,0,,,0,,,missing_from_broker,,,,,,lot closed outside of bot (expired/manual),
