strategy_id,strategy_name,category,symbol,signal,signals,filled,fill_rate,win_rate,exp_pnl_per_signal,total_pnl,profit_factor
S001,Long ATM call,directional_long,ROST,momentum,5932,321,0.13237113402061856,0.5545171339563862,2.6460549905088313,6416.683351983917,1.8632028518586916
S002,Long OTM call 5pct,directional_long,ROST,momentum,5932,221,0.09954954954954955,0.5339366515837104,1.6592914403873362,3683.6269976598855,1.9085859462816461
S003,Long deep OTM call,directional_long,ROST,momentum,5932,27,0.03180212014134275,0.5185185185185185,0.09208098270156191,78.17675431362608,1.2794402433760832
S004,Long ITM call replacement,directional_long,ROST,momentum,5932,375,0.14039685511044553,0.5733333333333334,2.882898245229319,7700.221213007513,1.6920066624626382
S005,Long ATM put,directional_long,ROST,breakdown,4352,260,0.1716171617161716,0.5961538461538461,5.376744298964295,8145.7676129309075,2.415218895425725
S006,Long OTM put hedge,directional_long,ROST,breakdown,4352,188,0.13202247191011235,0.5797872340425532,3.4466861068017005,4908.081016085623,2.729123233408289
S007,Long put crash hedge,directional_long,ROST,breakdown,4352,260,0.1716171617161716,0.5961538461538461,5.376744298964295,8145.7676129309075,2.415218895425725
S008,Long call MA pullback,directional_long,ROST,pullback_ma,1788,130,0.14857142857142858,0.43846153846153846,1.3503895340391143,1181.5908422842244,1.3263425910451319
S009,Long call vol spike uptrend,directional_long,ROST,volume_spike,573,38,0.31666666666666665,0.5,2.9161311579610354,349.9357389553242,1.2179267453449787
S010,Long put support break,directional_long,ROST,breakdown,4352,260,0.1716171617161716,0.5961538461538461,5.376744298964295,8145.7676129309075,2.415218895425725
S011,Long call RSI oversold,directional_long,ROST,rsi_oversold,952,71,0.2581818181818182,0.2676056338028169,-7.944552886076825,-2184.752043671127,0.39069181115022755
S012,Long put RSI overbought,directional_long,ROST,rsi_overbought,1702,139,0.20715350223546944,0.28776978417266186,-4.741596945859608,-3181.611550671797,0.4264530144410505
S013,Long call MACD bull cross,directional_long,ROST,macd_bull,5932,321,0.13237113402061856,0.5545171339563862,2.6460549905088313,6416.683351983917,1.8632028518586916
S014,Long put MACD bear cross,directional_long,ROST,macd_bear,4352,260,0.1716171617161716,0.5961538461538461,5.376744298964295,8145.7676129309075,2.415218895425725
S015,Long call earnings drift,directional_long,ROST,earnings_positive,1316,0,0.0,0.0,0.0,0.0,inf
S016,Long put guidance gap,directional_long,ROST,earnings_negative,108,0,0.0,0.0,0.0,0.0,inf
S017,Long call sector leader,directional_long,ROST,sector_leader,684,51,0.265625,0.8627450980392157,23.32512479198001,4478.423960060161,67.11253614049546
S018,Long put sector laggard,directional_long,ROST,sector_laggard,600,50,0.2564102564102564,0.92,32.77728330290879,6391.570244067214,357.24176816759876
S019,Long call 52wk high BO,directional_long,ROST,high_52w_break,307,21,0.10606060606060606,0.9047619047619048,10.737913323312053,2126.1068380157867,53.95400922375002
S020,Long put 52wk low BD,directional_long,ROST,low_52w_break,55,3,0.2,1.0,39.5108140687951,592.6622110319264,inf
S021,Cash secured short put,directional_short,ROST,support_retest,5932,214,0.09798534798534798,0.6869158878504673,1.1229597323511746,2452.544055454964,1.7591370216845688
S022,Covered short call,directional_short,ROST,resistance_retest,4352,207,0.14516129032258066,0.6859903381642513,1.338713359419071,1909.0052505315941,1.4383787969340927
S023,Short OTM put high IV,directional_short,ROST,iv_rank_high,1350,83,0.23646723646723647,0.5301204819277109,-6.735898645823521,-2364.300424684056,0.39668221801497827
S024,Short OTM call covered,directional_short,ROST,iv_rank_high,1350,93,0.26345609065155806,0.5268817204301075,-3.5683348411645937,-1259.6221989311014,0.6636393383653547
S028,Short put IV crush post event,directional_short,ROST,post_event_iv,298,66,0.9705882352941176,0.5909090909090909,-19.280047741379487,-1311.0432464138048,0.524790588736762
S029,Short call failed BO,directional_short,ROST,failed_breakout,181,35,1.0,1.0,52.73219342947334,1845.626770031567,inf
S030,Short put failed BD,directional_short,ROST,failed_breakdown,165,39,0.975,1.0,36.19578762739045,1447.831505095618,inf
S031,Short premium IV>80,directional_short,ROST,iv_rank_high,1350,83,0.23646723646723647,0.5301204819277109,-6.735898645823521,-2364.300424684056,0.39668221801497827
S032,Short premium term inverted,directional_short,ROST,term_inverted,2018,118,0.2,0.4745762711864407,-6.175608651080381,-3643.6091041374243,0.34759527678036245
S033,Short put uptrend,directional_short,ROST,uptrend,5932,214,0.09798534798534798,0.6869158878504673,1.1229597323511746,2452.544055454964,1.7591370216845688
S034,Short call downtrend,directional_short,ROST,downtrend,4352,207,0.14516129032258066,0.6859903381642513,1.338713359419071,1909.0052505315941,1.4383787969340927
S035,Short weekly put theta,directional_short,ROST,uptrend,5932,214,0.09798534798534798,0.6869158878504673,1.1229597323511746,2452.544055454964,1.7591370216845688
S036,Short monthly call vs stock,directional_short,ROST,neutral,5689,150,0.05466472303206997,0.5466666666666666,-0.1045310929287897,-286.8333189965988,0.9357042026149706
S037,Short put support,directional_short,ROST,support_retest,5932,214,0.09798534798534798,0.6869158878504673,1.1229597323511746,2452.544055454964,1.7591370216845688
S038,Short call resistance,directional_short,ROST,resistance_retest,4352,207,0.14516129032258066,0.6859903381642513,1.338713359419071,1909.0052505315941,1.4383787969340927
S130,Short vol IV rank>80,volatility_greeks,ROST,iv_rank_high,1350,83,0.23646723646723647,0.5301204819277109,-6.735898645823521,-2364.300424684056,0.39668221801497827
S131,IV pct mean rev buy calls,volatility_greeks,ROST,iv_rank_low,4085,170,0.13097072419106318,0.4647058823529412,0.2919993146328169,379.015110393396,1.091230624420712
S136,Theta harvest short opts,volatility_greeks,ROST,iv_rank_high,1350,83,0.23646723646723647,0.5301204819277109,-6.735898645823521,-2364.300424684056,0.39668221801497827
S137,Charm decay into expiry,volatility_greeks,ROST,neutral,5689,1,0.011627906976744186,1.0,0.17674418604651163,15.2,inf
S144,IV>RV short vol,volatility_greeks,ROST,iv_vs_hv_high,1350,83,0.23646723646723647,0.5301204819277109,-6.735898645823521,-2364.300424684056,0.39668221801497827
S145,VIX call hedge,volatility_greeks,ROST,crash_hedge,108,38,1.0,0.5526315789473685,35.99801733718742,1367.924658813122,2.6100726446010634
S147,Beta delta hedge SPY,volatility_greeks,ROST,neutral,5689,141,0.05699272433306386,0.44680851063829785,-0.14512805554289762,-359.0468094131286,0.9263546093694436
S148,Vol surface smile trade,volatility_greeks,ROST,skew_steep,670,66,0.46153846153846156,0.5454545454545454,11.767374587346298,1682.7345659905209,2.201921819429191
S158,CPI jobs ORB options,event_seasonality,ROST,macro_orb,1261,115,0.5088495575221239,0.5130434782608696,25.064851703475018,5664.656484985354,2.8800942655775184
S163,A1 GapDown ATM call EOD,equity_signal,ROST,gap_down,298,69,0.9583333333333334,0.5507246376811594,29.127935490098036,2097.2113552870587,2.0321583156117122
S165,GapDown long call 3 DTE,equity_signal,ROST,gap_down,298,68,1.0,0.5441176470588235,37.781556429098046,2569.145837178667,2.409757012064534
