strategy_id,strategy_name,category,symbol,signal,signals,filled,fill_rate,win_rate,exp_pnl_per_signal,avg_return_pct,med_return_pct,exp_return_pct_per_signal,total_pnl,profit_factor
S173,MomReversal long call,equity_signal,AAPL,mom_reversal,12,12,1.0,0.8333333333333334,276.38549036661743,2.344356388357114,1.2040528187630615,2.344356388357114,3316.6258843994087,65.10788335770785
S173,MomReversal long call,equity_signal,MSFT,mom_reversal,11,11,1.0,0.7272727272727273,159.06776589133503,0.6969994065754986,0.27017399757418964,0.6969994065754986,1749.7454248046852,5.7765054379309
S173,MomReversal long call,equity_signal,NVDA,mom_reversal,32,32,1.0,0.8125,211.0728704547883,3.0053411098470852,1.892456608512811,3.0053411098470852,6754.331854553225,25.899430828388777
