strategy_id,strategy_name,category,symbol,signal,signals,filled,fill_rate,win_rate,exp_pnl_per_signal,total_pnl,profit_factor,error,avg_return_pct,med_return_pct,exp_return_pct_per_signal
S190,Midday consolidation BO,intraday,AWK,midday_breakout,1493.0,183.0,0.127260083449235,1.0,11.17410024287297,16068.356149251327,inf,,0.4816709610125226,0.3193296168645494,0.0612974866935268
S191,Power hour momentum call,intraday,AWK,power_hour,399.0,116.0,0.3231197771587744,0.4827586206896552,3.0016191955855547,1077.5812912152142,1.2608677718232002,,0.0965598567482946,-0.0526667486348263,0.0312003993949921
S192,Power hour fade put,intraday,AWK,power_hour_fade,23.0,15.0,0.7894736842105263,0.8,119.87399592700696,2277.6059226131324,85.56661049850972,,0.9549341270815436,0.3673527917939192,0.7538953634854292
S193,10AM reversal call,intraday,AWK,ten_am_reversal,100.0,64.0,0.735632183908046,0.875,59.03298299529853,5135.869520590973,71.87041923669722,,0.5368599570194724,0.2567972752940483,0.3949314626350141
S194,Lunch lull vol sell,intraday,AWK,lunch_lull,871.0,39.0,0.0636215334420881,0.4871794871794871,0.0910665727727204,55.82380910967768,1.0799073677497029,,0.0196856745180407,-0.0104827151253412,0.0012524327996795
S195,Last hour theta short weekly,intraday,AWK,power_hour,399.0,0.0,0.0,0.0,0.0,0.0,inf,,0.0,0.0,0.0
S196,Tick imbalance proxy,intraday,AWK,tape_imbalance,317.0,52.0,0.1704918032786885,0.3846153846153846,-2.085731626775756,-636.1481461666051,0.7900066341888661,,-0.0338385825206144,-0.227297011327359,-0.0057692009543342
S197,Bid-ask imbalance open,intraday,AWK,open_imbalance,163.0,50.0,0.3546099290780142,0.54,11.36519174921742,1602.4920366396557,1.9288782616870668,,0.2544059614840024,0.0533152275316147,0.0902148799588661
S198,Large opening print follow,intraday,AWK,open_print,29.0,15.0,0.5172413793103449,0.2666666666666666,-16.034106899097768,-464.9891000738352,0.300348590792573,,-0.0273336735133105,-0.2198994313875797,-0.0141381069896434
S199,UOA call sweep follow,flow_sentiment,AWK,uoa_call,56.0,10.0,0.1886792452830188,0.5,-2.249200670669136,-119.20763554546424,0.716421454854902,,0.1198553719589371,0.0159189277253502,0.0226142211243277
S200,UOA put sweep follow,flow_sentiment,AWK,uoa_put,32.0,0.0,0.0,0.0,0.0,0.0,inf,,0.0,0.0,0.0
S201,PCR contrarian bullish,flow_sentiment,AWK,pcr_high,180.0,116.0,0.7204968944099379,0.4827586206896552,6.693051498231144,1077.5812912152142,1.2608677718232002,,0.0965598567482946,-0.0526667486348263,0.0695710769118148
S202,PCR contrarian bearish,flow_sentiment,AWK,pcr_low,219.0,122.0,0.6559139784946236,0.4098360655737705,3.4919840263333928,649.5090288980108,1.1417084157986086,,0.027210837889529,-0.1322700121553381,0.0178479689382932
S204,GEX positive fade,flow_sentiment,AWK,gex_positive,4177.0,402.0,0.0982885085574572,0.4029850746268656,-1.2343657313588017,-5048.555841257498,0.6875430923078908,,-0.0662938418542982,-0.1006085420771357,-0.0065159228424029
S205,GEX negative trend follow,flow_sentiment,AWK,gex_negative,73.0,26.0,0.40625,0.5384615384615384,10.176405255875114,651.2899363760072,1.7792365694901628,,0.2099344592630928,0.1325081891193985,0.0852858740756314
S206,Dealer delta hedge proxy,flow_sentiment,AWK,dealer_flow,205.0,35.0,0.1794871794871795,0.4,-2.527603394991335,-492.8826620233102,0.7521699102945465,,0.0046126934310945,-0.2198994313875797,0.0008279193337861
S207,OI change breakout,flow_sentiment,AWK,oi_breakout,131.0,25.0,0.2,0.32,-7.0458495125317,-880.7311890664623,0.4186147217127808,,-0.0847274002944855,-0.2346945912671383,-0.0169454800588971
S208,Vol weighted PCR skew,flow_sentiment,AWK,pcr_skew,163.0,56.0,0.4375,0.4285714285714285,8.377092962781168,1072.2678992359895,1.4921966787162622,,0.115483425419825,-0.095887827026905,0.0505239986211734
S209,Dark pool print call,flow_sentiment,AWK,dark_pool,83.0,19.0,0.2435897435897435,0.3157894736842105,-6.914751764812637,-539.3506376553855,0.4717784559302931,,-0.0425223182916921,-0.2198994313875797,-0.0103580006095147
S210,13F lag overlay,flow_sentiment,AWK,fundamental_lag,4576.0,518.0,0.1164306585749606,0.4208494208494208,-0.8925544054938823,-3970.9745500422846,0.8042732937359377,,-0.0298246738274627,-0.0907718930374072,-0.0034725064155148
S211,Fixed 1pct risk per trade,risk_overlay,AWK,gap_down,34.0,26.0,0.9629629629629628,0.5384615384615384,24.12184949540768,651.2899363760072,1.7792365694901628,,0.2099344592630928,0.1325081891193985,0.2021591089200152
S212,Kelly half sizing,risk_overlay,AWK,gap_down,34.0,26.0,0.9629629629629628,0.5384615384615384,24.12184949540768,651.2899363760072,1.7792365694901628,,0.2099344592630928,0.1325081891193985,0.2021591089200152
S213,Tier0 1 contract 75 max,risk_overlay,AWK,gap_down,34.0,26.0,0.9629629629629628,0.5384615384615384,24.12184949540768,651.2899363760072,1.7792365694901628,,0.2099344592630928,0.1325081891193985,0.2021591089200152
S214,Tier1 2pct equity,risk_overlay,AWK,gap_down,34.0,26.0,0.9629629629629628,0.5384615384615384,24.12184949540768,651.2899363760072,1.7792365694901628,,0.2099344592630928,0.1325081891193985,0.2021591089200152
S215,Max 3 concurrent,risk_overlay,AWK,gap_down,34.0,26.0,0.9629629629629628,0.5384615384615384,24.12184949540768,651.2899363760072,1.7792365694901628,,0.2099344592630928,0.1325081891193985,0.2021591089200152
S216,Max 20pct premium at risk,risk_overlay,AWK,gap_down,34.0,26.0,0.9629629629629628,0.5384615384615384,24.12184949540768,651.2899363760072,1.7792365694901628,,0.2099344592630928,0.1325081891193985,0.2021591089200152
S217,Stop minus 50pct premium,risk_overlay,AWK,gap_down,34.0,26.0,0.9629629629629628,0.5384615384615384,24.12184949540768,651.2899363760072,1.7792365694901628,,0.2099344592630928,0.1325081891193985,0.2021591089200152
S218,Stop underlying minus 1pct,risk_overlay,AWK,gap_down,34.0,26.0,0.9629629629629628,0.5384615384615384,24.12184949540768,651.2899363760072,1.7792365694901628,,0.2099344592630928,0.1325081891193985,0.2021591089200152
S219,Profit take plus 50pct,risk_overlay,AWK,gap_down,34.0,26.0,0.9629629629629628,0.5384615384615384,24.12184949540768,651.2899363760072,1.7792365694901628,,0.2099344592630928,0.1325081891193985,0.2021591089200152
S220,Sector correlation cap,risk_overlay,AWK,gap_down,34.0,26.0,0.9629629629629628,0.5384615384615384,24.12184949540768,651.2899363760072,1.7792365694901628,,0.2099344592630928,0.1325081891193985,0.2021591089200152
S001,Long ATM call,directional_long,AXON,momentum,3462.0,341.0,0.1666666666666666,0.5513196480938416,16.30744384593926,33365.03010879173,2.6036765439058613,,0.2947979020758213,0.0695463621652356,0.0491329836793035
S002,Long OTM call 5pct,directional_long,AXON,momentum,3462.0,290.0,0.1731343283582089,0.5137931034482759,14.147397824375192,23696.891355828444,2.701296822699525,,0.3715295508544647,0.0234865481923525,0.0643245192524148
S003,Long deep OTM call,directional_long,AXON,momentum,3462.0,123.0,0.1498172959805115,0.4878048780487805,6.2004709237079165,5090.5866283642,2.900472373927408,,0.568275386115055,-0.0270720726538216,0.0851374817200387
S004,Long ITM call replacement,directional_long,AXON,momentum,3462.0,398.0,0.1690021231422505,0.5678391959798995,17.254930496978538,40635.36132038446,2.4159570686995777,,0.2350723808962807,0.0895202434214931,0.0397277314635752
S005,Long ATM put,directional_long,AXON,breakdown,2815.0,382.0,0.2496732026143791,0.5890052356020943,41.88284916152678,64080.75921713597,3.941439042913278,,0.4928240851719692,0.1792994659543527,0.1230449676703871
S006,Long OTM put hedge,directional_long,AXON,breakdown,2815.0,289.0,0.2680890538033395,0.5709342560553633,48.54089920313918,52327.08934098404,5.092912685485104,,0.7086364399703907,0.1384986972577332,0.189977672682229
S007,Long put crash hedge,directional_long,AXON,breakdown,2815.0,382.0,0.2496732026143791,0.5890052356020943,41.88284916152678,64080.75921713597,3.941439042913278,,0.4928240851719692,0.1792994659543527,0.1230449676703871
S008,Long call MA pullback,directional_long,AXON,pullback_ma,709.0,75.0,0.180722891566265,0.4266666666666667,0.2617119316625784,108.61045163997,1.0166683372481702,,0.0428831621065815,-0.1186886573121204,0.0077499690554063
S009,Long call vol spike uptrend,directional_long,AXON,volume_spike,448.0,42.0,0.1962616822429906,0.3095238095238095,14.716209262659705,3149.268782209176,1.424485161974482,,0.2701528285637682,-0.7048385029419613,0.0530206485966274
S010,Long put support break,directional_long,AXON,breakdown,2815.0,382.0,0.2496732026143791,0.5890052356020943,41.88284916152678,64080.75921713597,3.941439042913278,,0.4928240851719692,0.1792994659543527,0.1230449676703871
S011,Long call RSI oversold,directional_long,AXON,rsi_oversold,785.0,103.0,0.2654639175257732,0.2815533980582524,-27.59925405574804,-10708.510573630238,0.2620051876965887,,-0.2158476933138113,-0.3965945502474763,-0.057299774255986
S012,Long put RSI overbought,directional_long,AXON,rsi_overbought,1171.0,267.0,0.3545816733067729,0.3220973782771535,-26.19217037203501,-19722.704290142363,0.3421558645845563,,-0.1356266632442893,-0.2510599364050033,-0.0480907291981743
S013,Long call MACD bull cross,directional_long,AXON,macd_bull,3462.0,341.0,0.1666666666666666,0.5513196480938416,16.30744384593926,33365.03010879173,2.6036765439058613,,0.2947979020758213,0.0695463621652356,0.0491329836793035
S014,Long put MACD bear cross,directional_long,AXON,macd_bear,2815.0,382.0,0.2496732026143791,0.5890052356020943,41.88284916152678,64080.75921713597,3.941439042913278,,0.4928240851719692,0.1792994659543527,0.1230449676703871
S015,Long call earnings drift,directional_long,AXON,earnings_positive,862.0,0.0,0.0,0.0,0.0,0.0,inf,,0.0,0.0,0.0
S016,Long put guidance gap,directional_long,AXON,earnings_negative,181.0,0.0,0.0,0.0,0.0,0.0,inf,,0.0,0.0,0.0
S017,Long call sector leader,directional_long,AXON,sector_leader,489.0,41.0,0.1722689075630252,0.8292682926829268,88.08079701346173,20963.229689203898,478.5713978222194,,1.4765601672991402,0.8242763856101863,0.2543654069717006
S018,Long put sector laggard,directional_long,AXON,sector_laggard,398.0,77.0,0.3649289099526066,0.922077922077922,204.617482873666,43174.28888634353,1084.3573676638157,,1.8308306078013288,1.280321375033976,0.6681230180128074
S019,Long call 52wk high BO,directional_long,AXON,high_52w_break,76.0,10.0,0.1724137931034483,0.9,71.82655180845781,4165.940004890553,98.76816215394898,,0.6291805995913118,0.5504679531057158,0.1084794137226399
S020,Long put 52wk low BD,directional_long,AXON,low_52w_break,24.0,0.0,0.0,0.0,0.0,0.0,inf,,0.0,0.0,0.0
S021,Cash secured short put,directional_short,AXON,support_retest,3462.0,271.0,0.1669747381392483,0.6900369003690037,5.258512148093341,8534.565216355497,1.628061139249033,,0.1026630171587891,0.2670640840666632,0.0171421304066739
S022,Covered short call,directional_short,AXON,resistance_retest,2815.0,304.0,0.2598290598290598,0.6677631578947368,8.851617270527878,10356.392206517618,1.5697160756583004,,0.0282885690289285,0.2899221418576954,0.0073501922946959
S023,Short OTM put high IV,directional_short,AXON,iv_rank_high,890.0,89.0,0.2664670658682634,0.3820224719101123,-115.13448587010215,-38454.918280614125,0.0955775278101726,,-1.9711871174183824,-0.4999722805896491,-0.5252564474557965
S024,Short OTM call covered,directional_short,AXON,iv_rank_high,890.0,136.0,0.3863636363636363,0.3897058823529412,-81.40585740968329,-28654.86180820852,0.2416330409311615,,-1.1200204936002158,-0.4561004718408256,-0.4327351907091742
S028,Short put IV crush post event,directional_short,AXON,post_event_iv,353.0,120.0,0.9917355371900828,0.525,-45.18176005713097,-5466.99296691285,0.521449619240926,,-0.9196038020308333,0.1008717650635078,-0.9120037706090908
S029,Short call failed BO,directional_short,AXON,failed_breakout,268.0,61.0,0.9242424242424242,1.0,78.23364981395476,5163.420887721014,inf,,0.650319171233428,0.7078011547948102,0.6010525673521077
S030,Short put failed BD,directional_short,AXON,failed_breakdown,192.0,63.0,0.984375,0.984126984126984,92.70360821194468,5933.030925564459,7383.360385727359,,0.5982080095223098,0.6978705609124559,0.5888610093735237
S031,Short premium IV>80,directional_short,AXON,iv_rank_high,890.0,89.0,0.2664670658682634,0.3820224719101123,-115.13448587010215,-38454.918280614125,0.0955775278101726,,-1.9711871174183824,-0.4999722805896491,-0.5252564474557965
S032,Short premium term inverted,directional_short,AXON,term_inverted,1238.0,132.0,0.2588235294117647,0.3939393939393939,-82.51771908068683,-42084.03673115028,0.1264343272039878,,-1.5002919332770754,-0.367568176618077,-0.3883108533187725
S033,Short put uptrend,directional_short,AXON,uptrend,3462.0,271.0,0.1669747381392483,0.6900369003690037,5.258512148093341,8534.565216355497,1.628061139249033,,0.1026630171587891,0.2670640840666632,0.0171421304066739
S034,Short call downtrend,directional_short,AXON,downtrend,2815.0,304.0,0.2598290598290598,0.6677631578947368,8.851617270527878,10356.392206517618,1.5697160756583004,,0.0282885690289285,0.2899221418576954,0.0073501922946959
S035,Short weekly put theta,directional_short,AXON,uptrend,3462.0,271.0,0.1669747381392483,0.6900369003690037,5.258512148093341,8534.565216355497,1.628061139249033,,0.1026630171587891,0.2670640840666632,0.0171421304066739
S036,Short monthly call vs stock,directional_short,AXON,neutral,2743.0,223.0,0.1098522167487684,0.4932735426008968,-2.0571011319356303,-4175.9152978293305,0.8621365926718734,,-0.0146033960588041,-0.0084038646121728,-0.0016042154291198
S037,Short put support,directional_short,AXON,support_retest,3462.0,271.0,0.1669747381392483,0.6900369003690037,5.258512148093341,8534.565216355497,1.628061139249033,,0.1026630171587891,0.2670640840666632,0.0171421304066739
S038,Short call resistance,directional_short,AXON,resistance_retest,2815.0,304.0,0.2598290598290598,0.6677631578947368,8.851617270527878,10356.392206517618,1.5697160756583004,,0.0282885690289285,0.2899221418576954,0.0073501922946959
S130,Short vol IV rank>80,volatility_greeks,AXON,iv_rank_high,890.0,89.0,0.2664670658682634,0.3820224719101123,-115.13448587010215,-38454.918280614125,0.0955775278101726,,-1.9711871174183824,-0.4999722805896491,-0.5252564474557965
S131,IV pct mean rev buy calls,volatility_greeks,AXON,iv_rank_low,2945.0,270.0,0.1640340218712029,0.4518518518518518,2.3333524443852105,3840.69812345806,1.192420756240357,,0.0673289621994529,-0.0603371508376066,0.0110442404579904
S136,Theta harvest short opts,volatility_greeks,AXON,iv_rank_high,890.0,89.0,0.2664670658682634,0.3820224719101123,-115.13448587010215,-38454.918280614125,0.0955775278101726,,-1.9711871174183824,-0.4999722805896491,-0.5252564474557965
S137,Charm decay into expiry,volatility_greeks,AXON,neutral,2743.0,56.0,0.1152263374485596,0.7678571428571429,-26.79201355733989,-13020.91858886719,0.1452454162188819,,-2.8378893678417847,0.9163926499032882,-0.3269995979406171
S144,IV>RV short vol,volatility_greeks,AXON,iv_vs_hv_high,890.0,89.0,0.2664670658682634,0.3820224719101123,-115.13448587010215,-38454.918280614125,0.0955775278101726,,-1.9711871174183824,-0.4999722805896491,-0.5252564474557965
S145,VIX call hedge,volatility_greeks,AXON,crash_hedge,181.0,70.0,1.0,0.4285714285714285,194.73407955898605,13631.385569129025,7.761641870837992,,0.6254364975683538,-0.2101137321670609,0.6254364975683538
S147,Beta delta hedge SPY,volatility_greeks,AXON,neutral,2743.0,172.0,0.103676913803496,0.4069767441860465,1.367238192942433,2268.2481620914955,1.09330355451457,,0.0284243125239945,-0.1035053810996066,0.0029469449994738
S148,Vol surface smile trade,volatility_greeks,AXON,skew_steep,862.0,125.0,0.4385964912280701,0.472,54.49437324831925,15530.896375770988,4.291190233501498,,0.5359241632851316,-0.1212443964700924,0.235054457581198
S158,CPI jobs ORB options,event_seasonality,AXON,macro_orb,1268.0,153.0,0.4872611464968153,0.4313725490196078,94.18454321114125,29573.946568298343,4.574872119473092,,1.3602913827547467,-0.5830217469413315,0.662817138730816
S163,A1 GapDown ATM call EOD,equity_signal,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S165,GapDown long call 3 DTE,equity_signal,AXON,gap_down,353.0,134.0,1.0,0.4850746268656716,152.158140561232,20389.19083520509,4.464054548154278,,0.7309912664280619,-0.1180632720156342,0.7309912664280619
S166,GapDown strong call,equity_signal,AXON,gap_down_strong,181.0,95.0,0.979381443298969,0.4526315789473684,164.36710726731917,15943.609404929955,5.862756285668656,,0.5464340121157886,-0.1221569627657366,0.5351673314536073
S167,GapDown weak skip/half,equity_signal,AXON,gap_down_weak,493.0,174.0,0.6877470355731226,0.4367816091954023,12.647549226751838,3199.8299543682147,1.1963352861544303,,0.0488834990825074,-0.1065378572335831,0.0336194815824359
S168,GapUp long put EOD,equity_signal,AXON,gap_up,509.0,235.0,0.9003831417624522,0.4680851063829787,11.13296331477165,2905.703425155398,1.1858414927258834,,0.3127682424020572,-0.123933706260416,0.2816112527374844
S169,VolumeSpike long call EOD,equity_signal,AXON,volume_spike,448.0,42.0,0.1962616822429906,0.3095238095238095,14.716209262659705,3149.268782209176,1.424485161974482,,0.2701528285637682,-0.7048385029419613,0.0530206485966274
S170,Pullback50 long call 3 DTE,equity_signal,AXON,pullback50,2289.0,260.0,0.2210884353741496,0.8,54.14533753734491,63674.91694391762,37.31669687936703,,1.06074009294032,0.7139549848317471,0.2345173674868054
S172,52wkLow long call 7 DTE,equity_signal,AXON,low_52w,81.0,8.0,0.32,0.0,-105.5177501253084,-2637.94375313271,0.0,,-0.8601168934394294,-0.92733837475579,-0.2752374059006174
S173,MomReversal long call,equity_signal,AXON,mom_reversal,291.0,86.0,1.0,0.7674418604651163,423.3144949802134,36405.04656829835,26.252723465199693,,3.216084317954944,2.291409203372015,3.216084317954944
S174,RubberBand long call EOD,equity_signal,AXON,rubber_band,263.0,120.0,0.8571428571428571,0.8083333333333333,226.66145726666423,31732.604017333,33.43950195427101,,1.1215960463234846,0.7215506727345578,0.961368039705844
S175,RSIRecovery long call 3 DTE,equity_signal,AXON,rsi_recovery,367.0,118.0,0.8368794326241135,0.3220338983050847,13.271025760291437,1871.2146322010904,1.1663529850784684,,0.0587330022628411,-0.4788236924880191,0.0491524416100372
S176,Seasonal calendar match DTE,equity_signal,AXON,seasonal,6295.0,703.0,0.1946829133204098,0.4366998577524893,7.242337382132954,26152.080286882112,1.403015510806108,,0.1274686696862882,-0.0964155400143547,0.0248159719716036
S177,Regime bull calls only,equity_signal,AXON,regime_bull,3462.0,341.0,0.1666666666666666,0.5513196480938416,16.30744384593926,33365.03010879173,2.6036765439058613,,0.2947979020758213,0.0695463621652356,0.0491329836793035
S178,Regime bear puts only,equity_signal,AXON,regime_bear,2815.0,382.0,0.2496732026143791,0.5890052356020943,41.88284916152678,64080.75921713597,3.941439042913278,,0.4928240851719692,0.1792994659543527,0.1230449676703871
S179,Regime corr reduced size,equity_signal,AXON,regime_corr,477.0,95.0,0.3598484848484848,0.4526315789473684,60.39245986715894,15943.609404929955,5.862756285668656,,0.5464340121157886,-0.1221569627657366,0.1966334513295451
S180,Signal IV rank filter,equity_signal,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S181,Signal low spread filter,equity_signal,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S182,Signal OI filter,equity_signal,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S183,GapDown VolumeSpike confirm,equity_signal,AXON,gap_down_vol,66.0,27.0,0.9310344827586208,0.3333333333333333,221.5098935973655,6423.7869143236,4.540912874252733,,0.5841077343153143,-0.7177893572431072,0.5438244422935684
S184,Fade low vol gap long put,equity_signal,AXON,gap_up_low_vol,191.0,80.0,0.8163265306122449,0.6875,44.70059524676064,4380.658334182542,2.829804315979378,,0.5653586794495415,0.4883258673399469,0.4615172893465645
S185,ORB breakout call 15m,intraday,AXON,orb_breakout,2144.0,259.0,0.2140495867768595,1.0,73.85833843254785,89368.5895033829,inf,,1.0712129357300446,0.702029989437462,0.2292926862430426
S186,ORB breakdown put 15m,intraday,AXON,orb_breakdown,2319.0,366.0,0.2944489139179405,1.0,103.84920817243597,129084.56575833788,inf,,1.1473597428077604,0.7451612888295411,0.3378388301429126
S187,First hour gap fade call,intraday,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S188,VWAP reclaim long call,intraday,AXON,vwap_reclaim,1282.0,360.0,0.4864864864864865,0.8527777777777777,121.59131858757708,89977.57575480705,85.4458288280179,,0.7700823027642797,0.4655558822795599,0.3746346337772172
S189,VWAP rejection long put,intraday,AXON,vwap_reject,1749.0,519.0,0.5123395853899309,0.8747591522157996,129.70161635929938,131387.7373719703,98.13133112243196,,0.8141995848344535,0.4405217978709274,0.4171466777187377
S190,Midday consolidation BO,intraday,AXON,midday_breakout,2448.0,279.0,0.1988595866001425,0.996415770609319,64.51841659118958,90519.338477439,36906.49986834285,,1.0022021447708482,0.6325787306714497,0.1992975041989071
S191,Power hour momentum call,intraday,AXON,power_hour,2038.0,336.0,0.3157894736842105,0.4553571428571428,19.81955731912783,21088.008987552013,1.886412528036284,,0.223726845001223,-0.1014993251109873,0.0706505826319651
S192,Power hour fade put,intraday,AXON,power_hour_fade,268.0,119.0,0.8623188405797102,0.9243697478991596,134.01661423269854,18494.2927641124,396.2075926433401,,1.30613546875122,0.8873620052359614,1.1263052230535882
S193,10AM reversal call,intraday,AXON,ten_am_reversal,445.0,175.0,0.7954545454545454,0.8742857142857143,202.7306942656012,44600.75273843226,161.69803191119516,,1.0036647195518411,0.5632704955152297,0.7983696632798738
S194,Lunch lull vol sell,intraday,AXON,lunch_lull,2211.0,135.0,0.1618705035971223,0.5851851851851851,0.7694193901640608,641.6957713968269,1.077087142273029,,-0.0232830167727496,0.1328194914892923,-0.0037688336502652
S195,Last hour theta short weekly,intraday,AXON,power_hour,2038.0,96.0,0.4266666666666667,0.8229166666666666,-126.44268606770832,-28449.604365234365,0.1057914929545076,,-5.531397464123255,0.9083139534883722,-2.360062918025922
S196,Tick imbalance proxy,intraday,AXON,tape_imbalance,773.0,90.0,0.233160621761658,0.3222222222222222,-0.1134725857344976,-43.80041809351498,0.9970304773567488,,0.0611329401049247,-0.5707769203913372,0.0142537943249824
S197,Bid-ask imbalance open,intraday,AXON,open_imbalance,1268.0,230.0,0.3522205206738131,0.4782608695652174,34.065100161172765,22244.51040524581,2.878551604679829,,0.3212806731221087,-0.0572876948218989,0.1131616459695022
S198,Large opening print follow,intraday,AXON,open_print,289.0,34.0,0.2344827586206896,0.2941176470588235,32.512325322025454,4714.2871716936925,1.9251546536712711,,0.3729614413338774,-0.7653188442670652,0.087453027623116
S199,UOA call sweep follow,flow_sentiment,AXON,uoa_call,254.0,27.0,0.2076923076923077,0.2592592592592592,47.46760928862372,6170.789207521086,2.87439301583526,,0.4598336811561892,-0.6918876486408152,0.0955039183939777
S200,UOA put sweep follow,flow_sentiment,AXON,uoa_put,74.0,0.0,0.0,0.0,0.0,0.0,inf,,0.0,0.0,0.0
S201,PCR contrarian bullish,flow_sentiment,AXON,pcr_high,846.0,336.0,0.7741935483870968,0.4553571428571428,48.58988245979727,21088.008987552013,1.886412528036284,,0.223726845001223,-0.1014993251109873,0.1732078800009469
S202,PCR contrarian bearish,flow_sentiment,AXON,pcr_low,1192.0,484.0,0.7806451612903226,0.4586776859504132,34.59416015402582,21448.379295496,1.6214119978462138,,0.2350897011325899,-0.1232286051115565,0.1835216376583444
S204,GEX positive fade,flow_sentiment,AXON,gex_positive,4257.0,367.0,0.1440910875539851,0.4196185286103542,1.988249430439768,5064.0712993301,1.123211272225951,,0.0393412939211163,-0.0938905799128916,0.0056687298268746
S205,GEX negative trend follow,flow_sentiment,AXON,gex_negative,862.0,162.0,0.3608017817371937,0.4753086419753086,39.84004239016435,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.1484777084188299
S206,Dealer delta hedge proxy,flow_sentiment,AXON,dealer_flow,583.0,57.0,0.2065217391304347,0.2807017543859649,4.41091130434685,1217.4115199997302,1.124088159628765,,0.1253679670370809,-0.6918876486408152,0.0258912105837449
S207,OI change breakout,flow_sentiment,AXON,oi_breakout,448.0,42.0,0.1962616822429906,0.3095238095238095,14.716209262659705,3149.268782209176,1.424485161974482,,0.2701528285637682,-0.7048385029419613,0.0530206485966274
S208,Vol weighted PCR skew,flow_sentiment,AXON,pcr_skew,1268.0,318.0,0.5,0.4779874213836478,23.19021381527756,14748.975986516523,1.697355585294653,,0.2865286918328096,-0.1168793088282987,0.1432643459164048
S209,Dark pool print call,flow_sentiment,AXON,dark_pool,355.0,34.0,0.2035928143712574,0.2941176470588235,35.552634786560844,5937.290009355661,2.424337825492258,,0.3597692293131317,-0.7048385029419613,0.0732464299200388
S210,13F lag overlay,flow_sentiment,AXON,fundamental_lag,6295.0,703.0,0.1946829133204098,0.4366998577524893,7.242337382132954,26152.080286882112,1.403015510806108,,0.1274686696862882,-0.0964155400143547,0.0248159719716036
S211,Fixed 1pct risk per trade,risk_overlay,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S212,Kelly half sizing,risk_overlay,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S213,Tier0 1 contract 75 max,risk_overlay,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S214,Tier1 2pct equity,risk_overlay,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S215,Max 3 concurrent,risk_overlay,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S216,Max 20pct premium at risk,risk_overlay,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S217,Stop minus 50pct premium,risk_overlay,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S218,Stop underlying minus 1pct,risk_overlay,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S219,Profit take plus 50pct,risk_overlay,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S220,Sector correlation cap,risk_overlay,AXON,gap_down,353.0,162.0,0.8950276243093923,0.4753086419753086,98.82971841538009,17888.1790331838,3.3874766513097523,,0.4115215498768806,-0.0880333816149782,0.3683231551384235
S001,Long ATM call,directional_long,AXP,momentum,7659.0,501.0,0.1183837429111531,0.5109780439121756,3.2046512824473297,13562.0842273171,1.9754897399102065,,0.1374177029636317,0.0118954847300253,0.0162680220190877
