strategy_id,strategy_name,category,symbol,signal,signals,filled,fill_rate,win_rate,exp_pnl_per_signal,total_pnl,profit_factor,error
S199,UOA call sweep follow,flow_sentiment,A,uoa_call,86.0,26.0,0.325,0.5,11.61026092616346,928.8208740930768,2.5612476920998084,
S200,UOA put sweep follow,flow_sentiment,A,uoa_put,38.0,0.0,0.0,0.0,0.0,0.0,inf,
S201,PCR contrarian bullish,flow_sentiment,A,pcr_high,750.0,436.0,0.6718027734976888,0.4243119266055046,3.441653392786193,2233.6330519182416,1.1782922920390455,
S202,PCR contrarian bearish,flow_sentiment,A,pcr_low,663.0,403.0,0.6912521440823327,0.3970223325062035,5.907324709335236,3443.9703055424434,1.3188248816765804,
S204,GEX positive fade,flow_sentiment,A,gex_positive,5280.0,383.0,0.0766,0.3890339425587467,-0.7259720655940074,-3629.860327970034,0.7509403122511848,
S205,GEX negative trend follow,flow_sentiment,A,gex_negative,450.0,184.0,0.4742268041237113,0.4347826086956521,5.861789043732407,2274.3741489681734,1.505381643060751,
S206,Dealer delta hedge proxy,flow_sentiment,A,dealer_flow,292.0,69.0,0.2518248175182482,0.391304347826087,2.8922547137392303,792.4777915645489,1.3357565354987817,
S207,OI change breakout,flow_sentiment,A,oi_breakout,190.0,53.0,0.297752808988764,0.4150943396226415,3.6848297122592633,655.8996887821487,1.4101876970691043,
S208,Vol weighted PCR skew,flow_sentiment,A,pcr_skew,769.0,250.0,0.3828483920367534,0.42,6.675836214564551,4359.321048110652,1.7216926628571114,
S209,Dark pool print call,flow_sentiment,A,dark_pool,138.0,40.0,0.3100775193798449,0.375,4.167594810011094,537.6197304914314,1.4984599608201872,
S210,13F lag overlay,flow_sentiment,A,fundamental_lag,6693.0,819.0,0.1312920807951266,0.4078144078144078,-0.2238261103000635,-1396.2272760517928,0.9484828558531334,
S211,Fixed 1pct risk per trade,risk_overlay,A,gap_down,241.0,184.0,0.8975609756097561,0.4347826086956521,11.09450804374719,2274.3741489681734,1.505381643060751,
S212,Kelly half sizing,risk_overlay,A,gap_down,241.0,184.0,0.8975609756097561,0.4347826086956521,11.09450804374719,2274.3741489681734,1.505381643060751,
S213,Tier0 1 contract 75 max,risk_overlay,A,gap_down,241.0,184.0,0.8975609756097561,0.4347826086956521,11.09450804374719,2274.3741489681734,1.505381643060751,
S214,Tier1 2pct equity,risk_overlay,A,gap_down,241.0,184.0,0.8975609756097561,0.4347826086956521,11.09450804374719,2274.3741489681734,1.505381643060751,
S215,Max 3 concurrent,risk_overlay,A,gap_down,241.0,184.0,0.8975609756097561,0.4347826086956521,11.09450804374719,2274.3741489681734,1.505381643060751,
S216,Max 20pct premium at risk,risk_overlay,A,gap_down,241.0,184.0,0.8975609756097561,0.4347826086956521,11.09450804374719,2274.3741489681734,1.505381643060751,
S217,Stop minus 50pct premium,risk_overlay,A,gap_down,241.0,184.0,0.8975609756097561,0.4347826086956521,11.09450804374719,2274.3741489681734,1.505381643060751,
S218,Stop underlying minus 1pct,risk_overlay,A,gap_down,241.0,184.0,0.8975609756097561,0.4347826086956521,11.09450804374719,2274.3741489681734,1.505381643060751,
S219,Profit take plus 50pct,risk_overlay,A,gap_down,241.0,184.0,0.8975609756097561,0.4347826086956521,11.09450804374719,2274.3741489681734,1.505381643060751,
S220,Sector correlation cap,risk_overlay,A,gap_down,241.0,184.0,0.8975609756097561,0.4347826086956521,11.09450804374719,2274.3741489681734,1.505381643060751,
S001,Long ATM call,directional_long,AA,momentum,8461.0,413.0,0.0916555703506435,0.5254237288135594,1.7053272799710444,7684.204723549525,2.161075333797316,
S002,Long OTM call 5pct,directional_long,AA,momentum,8461.0,257.0,0.0719887955182072,0.5019455252918288,1.311749510636343,4682.945752971745,2.421043384884072,
S003,Long deep OTM call,directional_long,AA,momentum,8461.0,0.0,0.0,0.0,0.0,0.0,inf,
S004,Long ITM call replacement,directional_long,AA,momentum,8461.0,516.0,0.1012360211889346,0.5290697674418605,2.038118597140808,10388.290489626695,2.0144042154032413,
S005,Long ATM put,directional_long,AA,breakdown,7753.0,472.0,0.1216181396547281,0.5211864406779662,2.196492664532877,8524.588031052095,2.240586248154532,
S006,Long OTM put hedge,directional_long,AA,breakdown,7753.0,273.0,0.0944309927360774,0.4945054945054945,1.3372858256781204,3866.0933220354455,2.2099906881116635,
S007,Long put crash hedge,directional_long,AA,breakdown,7753.0,472.0,0.1216181396547281,0.5211864406779662,2.196492664532877,8524.588031052095,2.240586248154532,
