ts,event,bucket_id,profile,strategy_id,lot_id,symbol,occ,qty,limit,fill_price,cost,return_pct,pnl_usd,reason,buy_offset,sell_offset,take_profit,stop_loss,spread_frac,detail,order_id
2026-07-27 14:08:54.811367+00:00,entry,170,c170_s210_w2_1005_1045_r1,S210,b1ad505b6633,EQT,EQT260731C00053000,1,0.59,0.58,58.0,,,,-0.01,,0.5,-0.5,0.16216216216216212,MA8 51.35 crossed above MA21,ab5ada98-19c2-456c-a379-94ea67505b84
2026-07-27T14:10:44Z,reconcile,170,c170_s210_w2_1005_1045_r1,S210,b1ad505b6633,EQT,EQT260731C00053000,1,,,57.99999999999999,,,zombie_lot,,,,,,zombie age_min=851 notional=$58.00 occ=EQT260731C00053000 action=submitted:f925f76e-b41d-4117-954d-e257b5fc313f,
2026-07-29 14:49:27.421133+00:00,entry,170,c170_s210_w2_1005_1045_r1,S210,f51d72dbaec9,KO,KO260731C00091000,1,0.57,0.57,57.0,,,,-0.01,,0.5,-0.5,0.09009009009008997,MA8 84.04 crossed above MA21,bb06173d-f5da-4b7e-b9d8-87015d432eda
