ts,event,bucket_id,profile,strategy_id,lot_id,symbol,occ,qty,limit,fill_price,cost,return_pct,pnl_usd,reason,buy_offset,sell_offset,take_profit,stop_loss,spread_frac,detail,order_id
2026-07-31 15:22:43.139797+00:00,entry,834,lab0834_s406_w4_1120_1135_r1,S406,eacff3c543ad,AAPL,AAPL260803C00317500,1,0.28,0.25,25.0,,,,-0.01,,0.5,-0.5,0.07142857142857129,RB gap -8.6% reclaim,f499ba1f-7884-45c8-b65e-36e67132a6d2
2026-07-31 19:10:53.445536+00:00,exit,834,lab0834_s406_w4_1120_1135_r1,S406,eacff3c543ad,AAPL,AAPL260803C00317500,1,,0.36,25.0,44.0,11.0,take_profit (+60.0%),,-0.01,0.5,-0.5,,,c2b0d6e3-a898-4180-b2e9-fa66ab4b2de8
2026-08-03 15:22:33.926928+00:00,entry,834,lab0834_s406_w4_1120_1135_r1,S406,94082a7e76d4,NVDA,NVDA260805C00220000,1,0.23,0.22,22.0,,,,-0.01,,0.75,-0.75,0.042553191489361625,RB gap -1.5% reclaim,10ee54bc-f0bc-44ba-89dc-dfdbc456f4dc
2026-07-31 15:22:43.139797+00:00,entry,834,lab0834_s406_w4_1120_1135_r1,S406,abd58d762536,AAPL,AAPL260803C00317500,1,0.25,0.25,25.0,,,,-0.01,,0.5,-0.5,,,f499ba1f-7884-45c8-b65e-36e67132a6d2
2026-07-31 19:10:53.445536+00:00,exit,834,lab0834_s406_w4_1120_1135_r1,S406,94082a7e76d4,NVDA,NVDA260805C00220000,1,,0.36,22.0,63.64,14.0,reconcile_fill,,-0.01,0.5,-0.5,,,c2b0d6e3-a898-4180-b2e9-fa66ab4b2de8
2026-08-03 15:22:33.926928+00:00,entry,834,lab0834_s406_w4_1120_1135_r1,S406,b6d81967f785,NVDA,NVDA260805C00220000,1,0.22,0.22,22.0,,,,-0.01,,0.5,-0.5,,,10ee54bc-f0bc-44ba-89dc-dfdbc456f4dc
2026-08-03 15:22:33.926928+00:00,entry,834,lab0834_s406_w4_1120_1135_r1,S406,b6d81967f785,NVDA,NVDA260805C00220000,1,0.22,0.22,22.0,,,,-0.01,,0.5,-0.5,,,10ee54bc-f0bc-44ba-89dc-dfdbc456f4dc
2026-08-03 15:22:33.926928+00:00,entry,834,lab0834_s406_w4_1120_1135_r1,S406,995f6c37adcf,NVDA,NVDA260805C00220000,1,0.22,0.22,22.0,,,,-0.01,,0.5,-0.5,,,10ee54bc-f0bc-44ba-89dc-dfdbc456f4dc
2026-08-06 15:25:26.319041+00:00,entry,834,lab0834_s406_w4_1120_1135_r1,S406,3c198b2a58dc,PLTR,PLTR260807C00165000,1,0.2,0.19,19.0,,,,-0.01,,0.75,-0.75,0.04878048780487795,RB gap -1.6% reclaim,246f13a9-fb67-48cd-9250-2eb556e2c3ef
2026-08-07T13:44:43Z,reconcile,834,lab0834_s406_w4_1120_1135_r1,S406,3c198b2a58dc,PLTR,PLTR260807C00165000,0,,,0,,,missing_from_broker,,,,,,lot closed outside of bot (expired/manual),
2026-08-06 15:25:26.319041+00:00,entry,834,lab0834_s406_w4_1120_1135_r1,S406,9a8bd9040e94,PLTR,PLTR260807C00165000,1,0.19,0.19,19.0,,,,-0.01,,0.5,-0.5,,,246f13a9-fb67-48cd-9250-2eb556e2c3ef
2026-08-06 15:25:26.319041+00:00,entry,834,lab0834_s406_w4_1120_1135_r1,S406,0a1120201bbe,PLTR,PLTR260807C00165000,1,0.19,0.19,19.0,,,,-0.01,,0.5,-0.5,,,246f13a9-fb67-48cd-9250-2eb556e2c3ef
2026-08-10 15:23:03.535264+00:00,entry,834,lab0834_s406_w4_1120_1135_r1,S406,73e2f1ca9cd4,CELH,CELH260814C00032000,1,0.04,0.03,3.0,,,,-0.01,,0.75,-0.75,0.22222222222222227,RB gap -5.3% reclaim,72f7e7a9-3c23-4464-8546-cd4aaec2491b
2026-08-07 13:34:33.640975+00:00,exit,834,lab0834_s406_w4_1120_1135_r1,S406,73e2f1ca9cd4,CELH,CELH260814C00032000,1,,0.37,3.0,1133.33,34.0,reconcile_fill,,-0.01,0.5,-0.5,,,8d87e9d9-7aeb-488e-805d-68ae9faa0f51
2026-08-10 15:23:03.535264+00:00,entry,834,lab0834_s406_w4_1120_1135_r1,S406,526337f20524,CELH,CELH260814C00032000,1,0.03,0.03,3.0,,,,-0.01,,0.5,-0.5,,,72f7e7a9-3c23-4464-8546-cd4aaec2491b
2026-08-07 13:34:33.640975+00:00,exit,834,lab0834_s406_w4_1120_1135_r1,S406,526337f20524,CELH,CELH260814C00032000,1,,0.37,3.0,1133.33,34.0,reconcile_fill,,-0.01,0.5,-0.5,,,8d87e9d9-7aeb-488e-805d-68ae9faa0f51
