ts,event,bucket_id,profile,strategy_id,lot_id,symbol,occ,qty,limit,fill_price,cost,return_pct,pnl_usd,reason,buy_offset,sell_offset,take_profit,stop_loss,spread_frac,detail,order_id
2026-07-09 14:11:17.762773+00:00,entry,49,c049_s165_w2_1005_1045_r3,S165,d3c11c8a4eb2,GOOGL,GOOGL260710C00362500,1,0.67,0.67,67.0,,,,-0.01,,0.5,-0.5,,,7ee32566-2390-425a-98b0-16f29e3eb759
2026-07-09 13:48:58.184605+00:00,entry,49,c049_s165_w2_1005_1045_r3,S173,dfef53a2b07d,GOOGL,GOOGL260710C00365000,1,0.8,0.8,80.0,,,,-0.01,,0.5,-0.5,,,4af84801-813c-4624-8354-fa15ae3755ac
2026-07-08 17:39:45.219689+00:00,entry,49,c049_s165_w2_1005_1045_r3,S165,95a21949e653,MRNA,MRNA260710C00085000,1,0.28,0.28,28.0,,,,-0.01,,0.5,-0.5,,,aee84ac0-c701-4da6-a424-752c6bcdafc1
2026-07-08 14:15:06.168841+00:00,entry,49,c049_s165_w2_1005_1045_r3,S174,50c901832540,CCL,CCL260717C00026000,1,0.73,0.73,73.0,,,,-0.01,,0.5,-0.5,,,204a15db-c00b-4470-9d52-79f290c9a0b1
2026-07-08 13:47:32.224347+00:00,entry,49,c049_s165_w2_1005_1045_r3,S173,c74d233a8a1e,INTC,INTC260710C00118000,1,0.88,0.88,88.0,,,,-0.01,,0.5,-0.5,,,c3539a0b-5e7c-48d1-8020-bb7f8b8ed18d
2026-07-09 14:11:17.762773+00:00,entry,49,c049_s165_w2_1005_1045_r3,S165,93bdfda8e0c3,GOOGL,GOOGL260710C00362500,1,0.67,0.67,67.0,,,,-0.01,,0.5,-0.5,,,7ee32566-2390-425a-98b0-16f29e3eb759
2026-07-09 13:48:58.184605+00:00,entry,49,c049_s165_w2_1005_1045_r3,S173,bdf5f9ab1c99,GOOGL,GOOGL260710C00365000,1,0.8,0.8,80.0,,,,-0.01,,0.5,-0.5,,,4af84801-813c-4624-8354-fa15ae3755ac
2026-07-08 17:39:45.219689+00:00,entry,49,c049_s165_w2_1005_1045_r3,S165,95a21949e653,MRNA,MRNA260710C00085000,1,0.28,0.28,28.0,,,,-0.01,,0.5,-0.5,,,aee84ac0-c701-4da6-a424-752c6bcdafc1
2026-07-08 14:15:06.168841+00:00,entry,49,c049_s165_w2_1005_1045_r3,S174,42ee382b0610,CCL,CCL260717C00026000,1,0.73,0.73,73.0,,,,-0.01,,0.5,-0.5,,,204a15db-c00b-4470-9d52-79f290c9a0b1
2026-07-08 13:47:32.224347+00:00,entry,49,c049_s165_w2_1005_1045_r3,S173,6f508c85a20f,INTC,INTC260710C00118000,1,0.88,0.88,88.0,,,,-0.01,,0.5,-0.5,,,c3539a0b-5e7c-48d1-8020-bb7f8b8ed18d
2026-07-09 14:11:17.762773+00:00,entry,49,c049_s165_w2_1005_1045_r3,S165,910e857c5889,GOOGL,GOOGL260710C00362500,1,0.67,0.67,67.0,,,,-0.01,,0.5,-0.5,,,7ee32566-2390-425a-98b0-16f29e3eb759
2026-07-09 13:48:58.184605+00:00,entry,49,c049_s165_w2_1005_1045_r3,S173,fe3bf8cec0af,GOOGL,GOOGL260710C00365000,1,0.8,0.8,80.0,,,,-0.01,,0.5,-0.5,,,4af84801-813c-4624-8354-fa15ae3755ac
2026-07-08 17:39:45.219689+00:00,entry,49,c049_s165_w2_1005_1045_r3,S165,872351411224,MRNA,MRNA260710C00085000,1,0.28,0.28,28.0,,,,-0.01,,0.5,-0.5,,,aee84ac0-c701-4da6-a424-752c6bcdafc1
