ts,event,bucket_id,profile,strategy_id,lot_id,symbol,occ,qty,limit,fill_price,cost,return_pct,pnl_usd,reason,buy_offset,sell_offset,take_profit,stop_loss,spread_frac,detail,order_id
2026-07-21 14:02:18.476637+00:00,entry,36,c036_s165_w1_0928_1005_r2,S165,c1d6900b3186,CELH,CELH260724C00029000,1,0.45,0.45,45.0,,,,-0.01,,0.5,-0.5,,,17447f5d-c981-4243-8a1f-4880f423e37a
2026-07-21T14:10:38Z,reconcile,36,c036_s165_w1_0928_1005_r2,S165,c1d6900b3186,CELH,CELH260724C00029000,1,,,45.0,,,zombie_lot,,,,,,"zombie age_min=851 notional=$45.00 occ=CELH260724C00029000 action=error:{""bid"":""0.37"",""buy_limit_price"":""0.4"",""code"":40310000,""existing_order_id"":""3dc8b475-76d1-4e4f-9438-9e367f1be852"",""message"":""potential wash trade detected. use complex orders"",""reject_reason"":""buy order exists, quote bid should be greater than existing buy limit price""}",
2026-07-21T14:15:40Z,reconcile,36,c036_s165_w1_0928_1005_r2,S165,c1d6900b3186,CELH,CELH260724C00029000,1,,,45.0,,,zombie_lot,,,,,,"zombie age_min=856 notional=$45.00 occ=CELH260724C00029000 action=error:{""bid"":""0.35"",""buy_limit_price"":""0.4"",""code"":40310000,""existing_order_id"":""3dc8b475-76d1-4e4f-9438-9e367f1be852"",""message"":""potential wash trade detected. use complex orders"",""reject_reason"":""buy order exists, quote bid should be greater than existing buy limit price""}",
2026-07-21T14:20:46Z,reconcile,36,c036_s165_w1_0928_1005_r2,S165,c1d6900b3186,CELH,CELH260724C00029000,1,,,45.0,,,zombie_lot,,,,,,zombie age_min=861 notional=$45.00 occ=CELH260724C00029000 action=submitted:73ca0955-b3f4-409f-bd85-4fdefa75e11f,
2026-07-21 14:02:18.476637+00:00,entry,36,c036_s165_w1_0928_1005_r2,S165,2b6365df5584,CELH,CELH260724C00029000,1,0.45,0.45,45.0,,,,-0.01,,0.5,-0.5,,,17447f5d-c981-4243-8a1f-4880f423e37a
2026-07-24 13:39:50.850380+00:00,entry,36,c036_s165_w1_0928_1005_r2,S165,a006856fbcfd,CMCSA,CMCSA260731C00022000,1,0.46,0.45,45.0,,,,-0.01,,0.5,-0.5,0.23809523809523805,gap -2.8%,ac248052-3cd0-46de-b74c-237a0ec44304
