timestamp,date,action,ticker,strategy,price,dollar_amount,pnl_pct,pnl_dollar,hold_days,exit_reason,regime,equity_after
2026-05-16 09:48:48,2026-05-16,BUY,LINK/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99575.31
2026-05-17 06:49:39,2026-05-17,SELL,ETHUSD,CryptoRSI,0,0,0.399,11.67,0,rsi_exit (RSI=60),crypto,99620.7
2026-05-17 09:54:06,2026-05-17,SELL_MKT,AVAXUSD,CryptoRSI,0,0,1.015,29.61,0,rsi_exit (RSI=56),crypto,99619.66
2026-05-17 09:54:28,2026-05-17,SELL,LINKUSD,CryptoRSI,0,0,0.549,16.05,0,rsi_exit (RSI=55),crypto,99619.66
2026-05-17 20:39:46,2026-05-17,SELL,BTCUSD,CryptoRSI,0,0,-1.019,-29.86,0,rsi_exit (RSI=55),crypto,99595.03
2026-05-22 21:01:30,2026-05-22,SELL,SOLUSD,CryptoRSI,0,0,-1.687,-1.25,0,stop_loss (-1.7%),crypto,99516.3
2026-05-22 21:01:31,2026-05-22,BUY,BTC/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99516.3
2026-05-22 21:01:31,2026-05-22,BUY,ETH/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99516.3
2026-05-22 21:01:31,2026-05-22,BUY,SOL/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99516.3
2026-05-22 21:01:32,2026-05-22,BUY,AVAX/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99516.3
2026-05-22 21:01:32,2026-05-22,BUY,LINK/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99516.3
2026-05-23 06:39:41,2026-05-23,SELL_MKT,LINKUSD,CryptoRSI,0,0,-1.875,-0.01,0,stop_loss (-1.9%),crypto,99300.82
2026-05-23 06:39:42,2026-05-23,BUY,LINK/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99300.82
2026-05-23 10:00:22,2026-05-23,SELL,AVAXUSD,CryptoRSI,0,0,-4.941,-0.45,0,stop_loss (-4.9%),crypto,99173.37
2026-05-23 10:00:43,2026-05-23,SELL,BTCUSD,CryptoRSI,0,0,-1.771,-51.71,0,stop_loss (-1.8%),crypto,99173.37
2026-05-23 10:01:04,2026-05-23,SELL,ETHUSD,CryptoRSI,0,0,-2.218,-18.81,0,stop_loss (-2.2%),crypto,99173.37
2026-05-23 10:01:29,2026-05-23,SELL_MKT,LINKUSD,CryptoRSI,0,0,-1.595,-0.08,0,stop_loss (-1.6%),crypto,99173.37
2026-05-23 10:01:50,2026-05-23,SELL,SOLUSD,CryptoRSI,0,0,-3.331,-0.91,0,stop_loss (-3.3%),crypto,99173.37
2026-05-23 10:01:50,2026-05-23,BUY,BTC/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99173.37
2026-05-23 10:01:50,2026-05-23,BUY,ETH/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99173.37
2026-05-23 10:01:50,2026-05-23,BUY,SOL/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99173.37
2026-05-23 10:01:50,2026-05-23,BUY,AVAX/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99173.37
2026-05-23 10:01:50,2026-05-23,BUY,LINK/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99173.37
2026-05-23 20:39:22,2026-05-23,SELL,AVAXUSD,CryptoRSI,0,0,5.955,173.12,0,rsi_exit (RSI=70),crypto,99749.05
2026-05-23 20:39:44,2026-05-23,SELL,BTCUSD,CryptoRSI,0,0,2.229,64.88,0,rsi_exit (RSI=72),crypto,99749.05
2026-05-23 20:40:05,2026-05-23,SELL,ETHUSD,CryptoRSI,0,0,4.313,125.55,0,rsi_exit (RSI=72),crypto,99749.05
2026-05-23 20:40:26,2026-05-23,SELL,LINKUSD,CryptoRSI,0,0,3.676,107.14,0,rsi_exit (RSI=70),crypto,99749.05
2026-05-23 20:40:47,2026-05-23,SELL,SOLUSD,CryptoRSI,0,0,5.143,149.45,0,rsi_exit (RSI=66),crypto,99749.05
2026-05-24 10:01:14,2026-05-24,BUY,ETH/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99757.76
2026-05-24 10:01:14,2026-05-24,BUY,AVAX/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99757.76
2026-05-24 10:01:14,2026-05-24,BUY,LINK/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99757.76
2026-05-24 17:11:24,2026-05-24,SELL,AVAXUSD,CryptoRSI,0,0,-2.166,-0.16,0,stop_loss (-2.2%),crypto,99584.23
2026-05-24 17:11:47,2026-05-24,SELL,LINKUSD,CryptoRSI,0,0,-1.622,-0.15,0,stop_loss (-1.6%),crypto,99584.23
2026-05-24 17:11:48,2026-05-24,BUY,AVAX/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99584.23
2026-05-24 20:42:47,2026-05-24,BUY,SOL/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99564.53
2026-05-24 20:42:47,2026-05-24,BUY,LINK/USD,CryptoRSI,0,0,0.0,0.0,0,rsi_entry,crypto,99564.53
