ts,event,bucket_id,profile,strategy_id,lot_id,symbol,occ,qty,limit,fill_price,cost,return_pct,pnl_usd,reason,buy_offset,sell_offset,take_profit,stop_loss,spread_frac,detail
2026-07-06T09:34:30.695185-04:00,entry,99,g099_mid_tp30_sl40,S173,87f2d5dbdd55,PLTR,PLTR260710C00138000,1,0.97,,100.0,,,,-0.1,,0.6,-0.4,0.073,MR gap -1.6% green
2026-07-06T10:03:38.403491-04:00,entry,99,g099_mid_tp30_sl40,S174,61496f54c386,ADBE,ADBE260710C00230000,1,0.72,,80.0,,,,-0.1,,0.3,-0.4,0.238,RB gap -1.6% reclaim
2026-07-06T11:45:42.668018-04:00,exit,99,g099_mid_tp30_sl40,S173,87f2d5dbdd55,PLTR,PLTR260710C00138000,1,,,100.0,70.78,70.78,take_profit (+70.8%),,-0.05,0.6,-0.4,,
2026-07-06T12:05:45.005827-04:00,exit,99,g099_mid_tp30_sl40,S174,61496f54c386,ADBE,ADBE260710C00230000,1,,,80.0,30.14,24.11,take_profit (+30.1%),,-0.05,0.3,-0.4,,
