strategy_id,strategy_name,dte_profile,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p25_return_pct,p90_return_pct,realized_usd,active_days,days_since_first_entry,entries_last_5d,exits_last_5d,unique_symbols,top_symbol_share_pct
S406,RubberBand_ITM3,3d,watch,fat left tail (p10 < -45%),126,60,39,21,195.14,65.16,-63.62,-50.0,969.21,3080.0,8,14,24,10,9,21.7
S397,GapDown_ITM1,3d,watch,fat left tail (p10 < -45%),92,21,18,3,54.34,57.53,-57.75,40.35,116.39,684.0,4,14,35,9,7,33.3
S357,GapDown_21DTE,21d,watch,building sample (8-19 exits),40,18,14,4,32.91,55.07,-67.86,47.06,73.68,323.0,7,14,0,2,3,44.4
S404,GapDown_OTM2,3d,watch,fat left tail (p10 < -45%),92,29,21,8,33.33,50.0,-92.97,-17.02,127.53,571.0,3,14,36,12,6,31.0
S403,Any_MA50_Touch,3d,watch,fat left tail (p10 < -45%),78,31,17,14,52.15,49.12,-77.46,-51.61,316.0,394.0,5,14,26,7,7,29.0
S218,BB_Lower_Touch,3d ATM BB lower touch,watch,fat left tail (p10 < -45%),132,60,35,25,59.07,41.03,-71.66,-46.88,166.67,976.0,9,18,10,8,8,41.7
S362,RubberBand_3DTE,3d,watch,fat left tail (p10 < -45%),95,35,24,11,86.51,25.45,-67.0,-42.02,111.91,1036.0,5,14,24,2,5,37.1
S350,GapDown_0DTE,0d,watch,fat left tail (p10 < -45%),75,35,18,17,38.0,11.76,-65.1,-54.17,179.86,446.0,6,14,16,3,5,37.1
S411,RubberBand_OTM2,3d,watch,fat left tail (p10 < -45%),91,29,16,13,-9.4,7.69,-57.02,-51.67,39.66,-210.0,5,11,22,1,7,31.0
S401,Any_Gap_Down_Small,3d,watch,fat left tail (p10 < -45%),172,90,46,44,55.12,7.63,-93.88,-49.76,231.85,932.0,10,14,54,16,12,35.6
S398,GapDown_ATM,3d,watch,fat left tail (p10 < -45%),107,41,21,20,31.56,3.33,-68.29,-55.71,157.78,664.0,6,14,28,3,7,36.6
S358,GapDown_30DTE,30d,watch,insufficient sample (<8 exits),14,4,2,2,1.35,0.84,-51.39,-51.39,54.49,-21.0,3,10,6,4,2,50.0
S163,A1 GapDown ATM call EOD,7d ATM,watch,insufficient sample (<8 exits),83,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,0,0,0,0.0
S166,GapDown strong call,3d ATM strong,watch,insufficient sample (<8 exits),36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,0,0,0,0.0
