strategy_id,strategy_name,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p90_return_pct,realized_usd,active_days,unique_symbols,top_symbol_share_pct
S174,RubberBand long call EOD,watch,fat left tail (p10 < -45%),548,65,41,24,3.57,30.14,-67.0,39.66,143.81,3,5,33.8
S165,GapDown long call 3 DTE,watch,building sample (8-19 exits),455,13,10,3,23.43,27.08,-2.7,56.82,139.22,2,2,69.2
S173,MomReversal long call,watch,fat left tail (p10 < -45%),626,28,19,9,20.06,25.97,-51.85,70.78,465.64,3,4,53.6
S163,A1 GapDown ATM call EOD,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
S166,GapDown strong call,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
