bucket_id,profile,buy_rule,sell_rule,take_profit_pct,stop_loss_pct,entries,exits,open_lots,last_entry,stale,stale_days,win_rate_pct,avg_return_pct,med_return_pct,best_return_pct,worst_return_pct,realized_usd,symbols,strategies,exit_reasons,status
0,c000_s173_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,1,4,0,2026-07-17,False,,75.0,38.77,74.47,100.0,-93.85,56.0,"AMZN,UAL",S173,EOD; take_profit (+68.0%); take_profit (+88.3%)…,closed
1,c001_s173_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,1,1,0,2026-07-17,False,,0.0,-69.7,-69.7,-69.7,-69.7,-46.0,AMD,S173,stop_loss (-69.7%),closed
2,c002_s173_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,1,0,1,2026-07-17,False,,,,,,,0,AMD,S173,,entered_no_exit
3,c003_s173_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,1,1,1,2026-07-17,False,,100.0,428.85,428.85,428.85,428.85,223.0,AMD,S173,take_profit (+368.8%),closed
4,c004_s174_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
5,c005_s174_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
6,c006_s174_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-13,False,,,,,,,0,,,,idle
7,c007_s174_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
8,c008_s165_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,1,1,0,2026-07-17,False,,0.0,-52.73,-52.73,-52.73,-52.73,-29.0,GOOGL,S165,stop_loss (-54.5%),closed
9,c009_s165_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
10,c010_s165_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,1,0,1,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
11,c011_s165_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,1,0,1,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
12,c012_s166_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
13,c013_s166_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
14,c014_s166_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
15,c015_s166_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
16,c016_s163_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
17,c017_s163_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
18,c018_s163_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
19,c019_s163_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
20,c020_s173_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,1,2,0,2026-07-17,False,,100.0,57.84,57.84,58.82,56.86,59.0,AMZN,S173,take_profit (+64.0%); take_profit (+61.9%),closed
21,c021_s173_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,1,1,0,2026-07-17,False,,0.0,-62.12,-62.12,-62.12,-62.12,-41.0,AMD,S173,stop_loss (-60.6%),closed
22,c022_s173_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,1,1,0,2026-07-17,False,,100.0,49.25,49.25,49.25,49.25,33.0,AMD,S173,take_profit (+60.2%),closed
23,c023_s173_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-17,False,,,,,,,0,AMD,S173,,entered_no_exit
24,c024_s174_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
25,c025_s174_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-13,False,,,,,,,0,,,,idle
26,c026_s174_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-13,False,,,,,,,0,,,,idle
27,c027_s174_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-13,False,,,,,,,0,,,,idle
28,c028_s165_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,1,2,0,2026-07-17,False,,0.0,-51.81,-51.81,-45.45,-58.18,-57.0,GOOGL,S165,stop_loss (-50.9%); stop_loss (-61.8%),closed
29,c029_s165_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,1,3,0,2026-07-17,False,,0.0,-50.49,-50.0,-50.0,-51.47,-103.0,META,S165,stop_loss (-51.5%); stop_loss (-52.9%); stop_loss (-50.0%),closed
30,c030_s165_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,1,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
31,c031_s165_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,1,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
32,c032_s166_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
33,c033_s166_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
34,c034_s166_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
35,c035_s166_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
36,c036_s163_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
37,c037_s163_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
38,c038_s163_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
39,c039_s163_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
40,c040_s173_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,1,2,0,2026-07-17,False,,0.0,-96.62,-96.62,-95.38,-97.87,-108.0,"AMZN,UAL",S173,stop_loss (-100.0%); stop_loss (-98.5%),closed
41,c041_s173_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-17,False,,,,,,,0,AMD,S173,,entered_no_exit
42,c042_s173_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-17,False,,,,,,,0,AMD,S173,,entered_no_exit
43,c043_s173_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,1,2,0,2026-07-17,False,,100.0,177.89,177.89,286.54,69.23,185.0,AMD,S173,take_profit (+53.4%); take_profit (+230.7%),closed
44,c044_s174_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
45,c045_s174_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
46,c046_s174_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
47,c047_s174_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-13,False,,,,,,,0,,,,idle
48,c048_s165_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,1,2,0,2026-07-17,False,,0.0,-72.03,-72.03,-50.91,-93.15,-96.0,"AVGO,GOOGL",S165,EOD; stop_loss (-54.5%),closed
49,c049_s165_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,1,1,0,2026-07-17,False,,0.0,-50.0,-50.0,-50.0,-50.0,-34.0,META,S165,stop_loss (-50.0%),closed
50,c050_s165_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,1,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
51,c051_s165_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,1,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
52,c052_s166_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
53,c053_s166_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
54,c054_s166_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
55,c055_s166_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
56,c056_s163_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
57,c057_s163_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
58,c058_s163_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
59,c059_s163_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
60,c060_s173_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-17,False,,,,,,,0,AMZN,S173,,entered_no_exit
61,c061_s173_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,1,1,0,2026-07-17,False,,0.0,-71.21,-71.21,-71.21,-71.21,-47.0,AMD,S173,reconcile_fill,closed
62,c062_s173_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-17,False,,,,,,,0,AMD,S173,,entered_no_exit
63,c063_s173_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-17,False,,,,,,,0,AMD,S173,,entered_no_exit
64,c064_s174_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
65,c065_s174_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
66,c066_s174_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-13,False,,,,,,,0,,,,idle
67,c067_s174_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-13,False,,,,,,,0,,,,idle
68,c068_s165_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-17,False,,,,,,,0,GOOGL,S165,,entered_no_exit
69,c069_s165_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
70,c070_s165_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,1,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
71,c071_s165_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,1,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
72,c072_s166_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
73,c073_s166_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
74,c074_s166_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
75,c075_s166_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
76,c076_s163_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
77,c077_s163_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
78,c078_s163_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
79,c079_s163_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
80,c080_s173_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-17,False,,,,,,,0,AMZN,S173,,entered_no_exit
81,c081_s173_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,1,1,0,2026-07-17,False,,100.0,63.64,63.64,63.64,63.64,42.0,AMD,S173,take_profit (+56.1%),closed
82,c082_s173_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,1,1,1,2026-07-17,False,,100.0,86.57,86.57,86.57,86.57,58.0,AMD,S173,take_profit (+79.1%),closed
83,c083_s173_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,1,2,0,2026-07-17,False,,100.0,300.0,300.0,505.77,94.23,312.0,AMD,S173,take_profit (+70.5%); take_profit (+445.5%),closed
84,c084_s174_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
85,c085_s174_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
86,c086_s174_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
87,c087_s174_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
88,c088_s165_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,1,1,0,2026-07-17,False,,0.0,-56.36,-56.36,-56.36,-56.36,-31.0,GOOGL,S165,reconcile_fill,closed
89,c089_s165_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,1,1,0,2026-07-17,False,,0.0,-55.88,-55.88,-55.88,-55.88,-38.0,META,S165,stop_loss (-55.9%),closed
90,c090_s165_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,1,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
91,c091_s165_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,1,2026-07-17,False,,,,,,,0,META,S165,,entered_no_exit
92,c092_s166_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
93,c093_s166_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
