bucket_id,profile,buy_rule,sell_rule,take_profit_pct,stop_loss_pct,entries,exits,open_lots,last_entry,stale,stale_days,win_rate_pct,avg_return_pct,med_return_pct,best_return_pct,worst_return_pct,realized_usd,symbols,strategies,exit_reasons,status
43,c043_s166_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-21,False,,,,,,,0,,,,idle
44,c044_s163_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,2,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
45,c045_s163_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
46,c046_s163_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
47,c047_s163_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
48,c048_s164_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,2,0,1,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
49,c049_s164_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
50,c050_s164_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
51,c051_s164_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
52,c052_s168_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
53,c053_s168_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
54,c054_s168_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
55,c055_s168_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
56,c056_s173_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
57,c057_s173_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
58,c058_s173_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
59,c059_s173_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
60,c060_s167_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
61,c061_s167_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
62,c062_s167_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
63,c063_s167_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
64,c064_s165_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
65,c065_s165_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
66,c066_s165_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
67,c067_s165_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
68,c068_s166_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-17,False,,,,,,,0,,,,idle
69,c069_s166_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-21,False,,,,,,,0,,,,idle
70,c070_s166_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-21,False,,,,,,,0,,,,idle
71,c071_s166_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-21,False,,,,,,,0,,,,idle
72,c072_s163_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,2,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
73,c073_s163_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
74,c074_s163_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
75,c075_s163_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
76,c076_s164_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,2,1,0,2026-07-24,False,,0.0,-50.0,-50.0,-50.0,-50.0,-2.0,MRVL,S164,stop_loss (-50.0%),closed
77,c077_s164_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
78,c078_s164_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
79,c079_s164_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
80,c080_s168_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
81,c081_s168_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
82,c082_s168_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
83,c083_s168_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
84,c084_s173_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
85,c085_s173_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
86,c086_s173_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
87,c087_s173_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-10,False,,,,,,,0,,,,idle
88,c088_s167_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
89,c089_s167_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
90,c090_s167_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
91,c091_s167_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
92,c092_s165_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
93,c093_s165_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
94,c094_s165_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
95,c095_s165_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
96,c096_s166_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-09,False,,,,,,,0,,,,idle
97,c097_s166_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-21,False,,,,,,,0,,,,idle
98,c098_s166_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-21,False,,,,,,,0,,,,idle
99,c099_s166_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-21,False,,,,,,,0,,,,idle
100,c100_s163_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,2,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
101,c101_s163_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
102,c102_s163_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
103,c103_s163_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
104,c104_s164_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,2,1,0,2026-07-24,False,,0.0,-88.89,-88.89,-88.89,-88.89,-8.0,MRVL,S164,reconcile_fill,closed
105,c105_s164_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
106,c106_s164_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
107,c107_s164_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
108,c108_s168_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
109,c109_s168_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
110,c110_s168_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
111,c111_s168_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
112,c112_s173_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,,False,,,,,,,0,,,,idle
113,c113_s173_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,,False,,,,,,,0,,,,idle
114,c114_s173_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,,False,,,,,,,0,,,,idle
115,c115_s173_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,,False,,,,,,,0,,,,idle
116,c116_s167_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,2,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
117,c117_s167_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
118,c118_s167_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
119,c119_s167_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S167,,entered_no_exit
120,c120_s165_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
121,c121_s165_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
122,c122_s165_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
123,c123_s165_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S165,,entered_no_exit
124,c124_s166_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,,False,,,,,,,0,,,,idle
125,c125_s166_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-21,False,,,,,,,0,,,,idle
126,c126_s166_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-21,False,,,,,,,0,,,,idle
127,c127_s166_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,0,2026-07-21,False,,,,,,,0,,,,idle
128,c128_s163_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,2,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
129,c129_s163_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
130,c130_s163_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
131,c131_s163_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S163,,entered_no_exit
132,c132_s164_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,2,1,0,2026-07-24,False,,0.0,-77.78,-77.78,-77.78,-77.78,-7.0,MRVL,S164,stop_loss (-88.9%),closed
133,c133_s164_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
134,c134_s164_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,MRVL,S164,,entered_no_exit
135,c135_s164_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,1,1,0,2026-07-24,False,,0.0,-50.0,-50.0,-50.0,-50.0,-4.0,MRVL,S164,stop_loss (-50.0%),closed
136,c136_s168_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
137,c137_s168_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
138,c138_s168_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
139,c139_s168_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,0,2026-07-24,False,,,,,,,0,CMCSA,S168,,entered_no_exit
