strategy_id,strategy_name,dte_profile,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p25_return_pct,p90_return_pct,realized_usd,active_days,days_since_first_entry,entries_last_5d,exits_last_5d,unique_symbols,top_symbol_share_pct
S167,GapDown long call 3 DTE 1-OTM — P2C,3d 1-OTM,watch,building sample (8-19 exits),127,14,10,4,160.78,134.06,-66.92,-15.02,455.94,503.0,5,66,9,2,5,42.9
S396,GapDown_ITM2,3d,watch,insufficient sample (<8 exits),30,7,6,1,67.21,87.5,11.87,79.79,104.17,304.0,4,50,2,1,2,85.7
S409,RubberBand_ATM,3d,watch,insufficient sample (<8 exits),2,2,2,0,81.94,81.94,79.72,80.56,84.17,118.0,1,1,2,2,1,100.0
S166,GapDown strong call,3d ATM strong,watch,building sample (8-19 exits),51,8,8,0,113.61,75.23,63.34,67.08,194.5,436.0,2,66,0,0,3,62.5
S410,RubberBand_OTM1,3d,watch,building sample (8-19 exits),32,10,7,3,35.64,67.85,-69.45,-23.48,101.51,231.0,6,50,4,1,3,80.0
S397,GapDown_ITM1,3d,watch,fat left tail (p10 < -45%),158,39,29,10,47.73,66.67,-66.59,-17.41,126.1,1237.0,12,56,12,2,15,20.5
S168,GapDown ATM 5-DTE — P2B arm,5d ATM,watch,fat left tail (p10 < -45%),107,22,14,8,74.68,66.12,-74.26,-62.57,247.92,517.0,6,66,8,2,6,54.5
S163,A1 GapDown ATM call EOD,7d ATM,watch,fat left tail (p10 < -45%),123,23,15,8,36.24,64.86,-74.16,-63.09,120.43,388.0,7,66,8,2,5,47.8
S406,RubberBand_ITM3,3d,watch,fat left tail (p10 < -45%),195,98,66,32,163.38,63.4,-56.79,-43.89,874.5,3531.0,20,56,20,9,20,15.3
S362,RubberBand_3DTE,3d,watch,fat left tail (p10 < -45%),127,53,40,13,152.16,60.47,-58.43,8.7,544.76,1679.0,12,56,4,2,9,24.5
S357,GapDown_21DTE,21d,watch,fat left tail (p10 < -45%),53,25,20,5,39.32,57.14,-74.18,47.06,78.22,532.0,10,56,0,0,5,32.0
S404,GapDown_OTM2,3d,watch,fat left tail (p10 < -45%),175,68,44,24,29.02,51.58,-81.79,-41.42,114.54,1328.0,15,56,15,4,20,14.7
S403,Any_MA50_Touch,3d,watch,fat left tail (p10 < -45%),145,63,42,21,50.6,50.98,-62.97,-48.16,180.85,1209.0,15,56,16,8,19,19.0
S353,GapDown_3DTE,3d,watch,fat left tail (p10 < -45%),108,37,19,18,88.04,48.98,-81.6,-69.7,313.33,247.0,11,56,0,0,9,27.0
S365,RubberBand_14DTE,14d,watch,fat left tail (p10 < -45%),59,28,15,13,15.15,43.23,-63.87,-51.0,75.35,95.0,11,56,4,2,6,46.4
S218,BB_Lower_Touch,3d ATM BB lower touch,watch,fat left tail (p10 < -45%),215,104,55,49,40.91,36.36,-66.08,-48.7,148.5,1243.0,23,60,23,13,19,28.8
S356,GapDown_14DTE,14d,watch,fat left tail (p10 < -45%),65,27,14,13,11.32,36.0,-51.16,-35.65,66.6,123.0,8,56,2,0,5,37.0
S361,RubberBand_2DTE,2d,watch,fat left tail (p10 < -45%),153,56,30,26,101.83,31.3,-67.59,-50.0,291.66,343.0,14,56,14,1,14,23.2
S412,RubberBand_OTM3,3d,watch,fat left tail (p10 < -45%),153,60,30,30,52.02,15.91,-52.2,-47.53,138.93,363.0,16,56,14,4,15,20.0
S350,GapDown_0DTE,0d,watch,fat left tail (p10 < -45%),105,45,24,21,58.69,15.0,-65.1,-51.35,232.57,714.0,11,56,6,0,9,28.9
S352,GapDown_2DTE,2d,watch,fat left tail (p10 < -45%),146,52,27,25,65.77,13.04,-70.77,-51.36,337.15,341.0,14,56,6,2,11,21.2
S364,RubberBand_7DTE,7d,watch,fat left tail (p10 < -45%),118,63,32,31,15.1,8.33,-85.29,-63.64,89.11,69.0,16,56,8,4,7,39.7
S411,RubberBand_OTM2,3d,watch,fat left tail (p10 < -45%),150,50,28,22,1.24,7.9,-56.8,-51.32,65.6,1.0,13,53,12,4,14,18.0
