ts,event,bucket_id,profile,strategy_id,lot_id,symbol,occ,qty,limit,fill_price,cost,return_pct,pnl_usd,reason,buy_offset,sell_offset,take_profit,stop_loss,spread_frac,detail,order_id
2026-07-31 15:22:39.689325+00:00,entry,798,lab0798_s399_w4_1120_1135_r1,S399,38b758390ebd,COIN,COIN260807C00167500,1,0.38,0.37,37.0,,,,-0.01,,0.75,-0.75,0.16666666666666666,gap -6.4%,15f1aff6-c7bf-4688-9165-5962d5c57af1
2026-07-31T18:51:14Z,reconcile,798,lab0798_s399_w4_1120_1135_r1,S399,38b758390ebd,COIN,COIN260807C00167500,0,,,0,,,missing_from_broker,,,,,,lot closed outside of bot (expired/manual),
2026-08-03 15:22:23.372470+00:00,entry,798,lab0798_s399_w4_1120_1135_r1,S399,a1e181f47946,OXY,OXY260807C00059000,1,0.51,0.5,50.0,,,,-0.01,,0.5,-0.5,0.2127659574468086,gap -2.5%,5fed3861-7739-48af-90a7-5d183a97ea90
2026-07-31 18:47:33.584989+00:00,exit,798,lab0798_s399_w4_1120_1135_r1,S399,a1e181f47946,OXY,OXY260807C00059000,1,,1.17,50.0,134.0,67.0,reconcile_fill,,-0.01,0.5,-0.5,,,68682245-c20a-4779-94ee-4209c386e9a0
2026-07-31 15:22:39.689325+00:00,entry,798,lab0798_s399_w4_1120_1135_r1,S399,edcd42df4520,COIN,COIN260807C00167500,1,0.37,0.37,37.0,,,,-0.01,,0.5,-0.5,,,15f1aff6-c7bf-4688-9165-5962d5c57af1
2026-08-03 15:22:23.372470+00:00,entry,798,lab0798_s399_w4_1120_1135_r1,S399,a2840c2e1605,OXY,OXY260807C00059000,1,0.5,0.5,50.0,,,,-0.01,,0.5,-0.5,,,5fed3861-7739-48af-90a7-5d183a97ea90
2026-07-31 18:47:33.584989+00:00,exit,798,lab0798_s399_w4_1120_1135_r1,S399,a2840c2e1605,OXY,OXY260807C00059000,1,,1.17,50.0,134.0,67.0,reconcile_fill,,-0.01,0.5,-0.5,,,68682245-c20a-4779-94ee-4209c386e9a0
2026-08-03 15:22:23.372470+00:00,entry,798,lab0798_s399_w4_1120_1135_r1,S399,98a44a3c323a,OXY,OXY260807C00059000,1,0.5,0.5,50.0,,,,-0.01,,0.5,-0.5,,,5fed3861-7739-48af-90a7-5d183a97ea90
2026-08-03 15:22:23.372470+00:00,entry,798,lab0798_s399_w4_1120_1135_r1,S399,b8356b71c6e0,OXY,OXY260807C00059000,1,0.5,0.5,50.0,,,,-0.01,,0.5,-0.5,,,5fed3861-7739-48af-90a7-5d183a97ea90
2026-08-05 15:22:41.643193+00:00,entry,798,lab0798_s399_w4_1120_1135_r1,S399,13277a793f5f,AMD,AMD260807C00555000,1,0.61,0.61,61.0,,,,-0.01,,0.75,-0.75,0.10169491525423717,gap -6.6%,b363255a-788f-4daa-95ae-02226acf5eeb
2026-08-06T14:06:47Z,reconcile,798,lab0798_s399_w4_1120_1135_r1,S399,13277a793f5f,AMD,AMD260807C00555000,0,,,0,,,missing_from_broker,,,,,,lot closed outside of bot (expired/manual),
2026-08-05 15:22:41.643193+00:00,entry,798,lab0798_s399_w4_1120_1135_r1,S399,4cebda588ae6,AMD,AMD260807C00555000,1,0.61,0.61,61.0,,,,-0.01,,0.5,-0.5,,,b363255a-788f-4daa-95ae-02226acf5eeb
2026-08-06 15:25:19.333754+00:00,entry,798,lab0798_s399_w4_1120_1135_r1,S399,8682a360cc56,AMD,AMD260807C00540000,1,0.46,0.45,45.0,,,,-0.01,,0.75,-0.75,0.1860465116279069,gap -2.1%,a2b8601e-c95f-455a-9fc0-ba739dd0c835
2026-08-06 13:40:20.140684+00:00,exit,798,lab0798_s399_w4_1120_1135_r1,S399,8682a360cc56,AMD,AMD260807C00540000,1,,0.15,45.0,-66.67,-30.0,reconcile_fill,,-0.01,0.5,-0.5,,,dd74e655-3f2c-49f7-a322-1aa4694f0ebf
2026-08-05 15:22:41.643193+00:00,entry,798,lab0798_s399_w4_1120_1135_r1,S399,3ba63f0efb7f,AMD,AMD260807C00555000,1,0.61,0.61,61.0,,,,-0.01,,0.5,-0.5,,,b363255a-788f-4daa-95ae-02226acf5eeb
