mode,label,total_return_pct,cagr_pct,max_dd_pct,sharpe,trades,win_rate_pct,avg_hold_days,stop_trades,stop_avg_pnl_pct,stop_overshoot_avg_pct,day_trades,oos_windows,oos_avg_return_pct,oos_median_return_pct,oos_positive_windows
intraday_full,"Current ideal (2 scans + intraday stops, same-day OK)",157.06108327732355,12.572712020356104,-41.47293441318516,0.7309790888579418,149042,52.67642677902873,0.4998591001194294,43329,-2.024656642875067,-1.5246566428750672,74520,10,46.455555189761185,45.91621986305552,10
strict_pdt,"Old live guard (no same-day sells, intraday after overnight)",103.39137685638637,9.314018118602686,-41.49149462769465,0.5316811485273267,121373,53.188106086197095,0.9996951546060491,37220,-2.285041790703292,-1.7850417907032918,0,10,34.273311289157206,33.90199030935017,10
overnight_pdt,Afternoon buy / morning sell only (PDT-safe),158.05496290967008,12.62721472966344,-32.09438667482187,0.6246443846954965,74527,54.39773504904263,0.9997048049700109,16897,-1.994085616523667,-1.494085616523667,0,10,52.327843083501726,54.463007983340795,10
overnight_cap3,Overnight schedule + max 3 entries/day,131.59438695373944,11.10915822505234,-26.86783036801858,0.5508029182988267,5369,55.243062022723045,0.9994412367293724,1191,-1.8646387801927513,-1.3646387801927509,0,10,38.62561738552678,36.81887333357524,10
intraday_cap3,Intraday full + max 3 entries/day,183.69374577636785,13.973386952145628,-33.23145825619409,0.7663610488584341,10735,52.8178854215184,0.4998602701443875,3137,-1.9893224420733877,-1.4893224420733877,5366,10,38.3630884769423,29.657361162597386,10
overnight_broker_stop,Overnight + broker GTC stop on whole-share lots,114.70031236346765,10.058505447636957,-32.09460216369624,0.5255131737475673,74537,53.106510860378066,0.9997048445738358,18523,-1.8111527199943267,-1.3111527199943267,0,10,45.88081092857206,45.567170059831895,10
