ts,event,bucket_id,profile,strategy_id,lot_id,symbol,occ,qty,limit,fill_price,cost,return_pct,pnl_usd,reason,buy_offset,sell_offset,take_profit,stop_loss,spread_frac,detail,order_id
2026-07-21 14:07:50.363269+00:00,entry,81,c081_s168_w2_1005_1045_r3,S168,56591cfdf317,HAL,HAL260724C00033000,1,0.61,0.6,60.0,,,,-0.01,,0.5,-0.5,0.23423423423423426,gap -5.1%,8b8ba2a9-e028-4304-a2a6-a96d2ab6763f
2026-07-16 14:15:32.433628+00:00,entry,81,c081_s168_w2_1005_1045_r3,S173,f09b7de85a3f,AMD,AMD260717C00567500,1,0.68,0.68,68.0,,,,-0.01,,0.5,-0.5,,,a6fdebee-2fcf-4d87-b527-db57345ea106
2026-07-21T14:10:38Z,reconcile,81,c081_s168_w2_1005_1045_r3,S168,56591cfdf317,HAL,HAL260724C00033000,1,,,60.0,,,zombie_lot,,,,,,zombie age_min=851 notional=$60.00 occ=HAL260724C00033000 action=submitted:34bc377a-b908-47a6-890b-575a23b035c6,
2026-07-15 13:35:54.649098+00:00,exit,81,c081_s168_w2_1005_1045_r3,S173,374d7d76e1d1,CRM,CRM260724C00185000,1,,0.01,57.0,-98.25,-56.0,reconcile_fill,,-0.01,0.5,-0.5,,,5ebb3bae-2652-448b-a367-b9863f65d372
2026-07-14 14:06:57.208971+00:00,entry,81,c081_s168_w2_1005_1045_r3,S173,3085d2cc0293,C,C260717C00148000,1,0.73,0.73,73.0,,,,-0.01,,0.5,-0.5,,,6066ad12-f7df-4f84-8238-079cef60b424
2026-07-13 19:56:10.805586+00:00,exit,81,c081_s168_w2_1005_1045_r3,S173,b5cad7c4c097,AMD,AMD260717C00512500,1,,0.47,66.0,-28.79,-19.0,reconcile_fill,,-0.01,0.5,-0.5,,,441fc8b2-98e8-4117-883f-407ada8602b1
2026-07-13 19:44:36.914332+00:00,exit,81,c081_s168_w2_1005_1045_r3,S173,8592a7906599,AMD,AMD260717C00567500,1,,0.45,68.0,-33.82,-23.0,reconcile_fill,,-0.01,0.5,-0.5,,,cbaf5830-823c-4d46-8d07-eac633b862d1
2026-07-13 14:43:42.683464+00:00,entry,81,c081_s168_w2_1005_1045_r3,S173,7dcf41f18438,SMCI,SMCI260717C00029000,1,0.61,0.61,61.0,,,,-0.01,,0.5,-0.5,,,ef4aa6bb-ce85-4592-855a-e97ad6494a06
2026-07-10 19:34:24.573976+00:00,exit,81,c081_s168_w2_1005_1045_r3,S173,cd1413651e2f,CRM,CRM260724C00185000,1,,0.21,57.0,-63.16,-36.0,reconcile_fill,,-0.01,0.5,-0.5,,,6ac8e159-5cb9-4fbf-bd90-8d71f0e30eb4
2026-07-21 14:07:50.363269+00:00,entry,81,c081_s168_w2_1005_1045_r3,S168,9bb2497e07b4,HAL,HAL260724C00033000,1,0.6,0.6,60.0,,,,-0.01,,0.5,-0.5,,,8b8ba2a9-e028-4304-a2a6-a96d2ab6763f
2026-07-20 14:08:27.838741+00:00,entry,81,c081_s168_w2_1005_1045_r3,S173,ba53f8d34e3f,CRM,CRM260724C00185000,1,0.57,0.57,57.0,,,,-0.01,,0.5,-0.5,,,44faa08d-8918-4579-a4ea-83710104428b
2026-07-17 14:10:43.267850+00:00,exit,81,c081_s168_w2_1005_1045_r3,S173,ba53f8d34e3f,CRM,CRM260724C00185000,1,,1.08,57.0,89.47,51.0,reconcile_fill,,-0.01,0.5,-0.5,,,aa128d17-83d4-4e31-a084-4f1002950d89
2026-07-17 14:06:50.828900+00:00,entry,81,c081_s168_w2_1005_1045_r3,S173,52a5346d62fa,AMD,AMD260717C00512500,1,0.66,0.66,66.0,,,,-0.01,,0.5,-0.5,,,aef1d622-f095-429e-a468-0680036d639a
