run_stamp,run_number,run_id,live_exit,live_options_exit,options_exit,live_duration_s,live_options_duration_s,options_duration_s,event_type
20260717T010718Z,4246,29546593338,0,0,0,3,4,0,workflow_dispatch
20260717T015206Z,4247,29548498703,0,0,0,2,6,0,workflow_dispatch
20260717T044842Z,4248,29555732790,0,0,0,2,3,0,workflow_dispatch
20260717T130042Z,4249,29582295718,0,0,0,1,4,0,workflow_dispatch
20260717T130533Z,4250,29582609258,0,0,0,1,4,0,workflow_dispatch
20260717T131034Z,4251,29582918009,0,0,0,2,4,0,workflow_dispatch
20260717T131536Z,4252,29583232816,0,0,0,3,5,0,workflow_dispatch
20260717T132039Z,4253,29583549886,0,0,0,2,5,0,workflow_dispatch
20260717T132539Z,4254,29583870266,0,0,0,1,4,0,workflow_dispatch
20260717T132905Z,4255,29584093670,0,0,0,1,12,0,workflow_dispatch
20260717T133035Z,4256,29584185897,0,0,0,215,34,0,workflow_dispatch
20260717T133535Z,4257,29584515655,0,0,0,214,23,0,workflow_dispatch
20260717T134039Z,4258,29584840531,0,0,0,215,31,0,workflow_dispatch
20260717T134532Z,4259,29585168628,0,0,0,244,30,0,workflow_dispatch
20260717T135043Z,4260,29585494915,0,0,0,231,23,0,workflow_dispatch
20260717T135534Z,4261,29585826733,0,0,0,246,0,0,workflow_dispatch
20260717T140102Z,4262,29586166991,0,0,0,2,58,0,workflow_dispatch
20260717T140540Z,4263,29586513937,0,0,0,3,65,0,workflow_dispatch
20260717T141035Z,4264,29586856458,0,0,0,1,51,0,workflow_dispatch
20260717T141535Z,4265,29587204470,0,0,0,3,61,0,workflow_dispatch
20260717T142039Z,4266,29587552207,0,0,0,5,47,0,workflow_dispatch
20260717T142533Z,4267,29587896801,0,0,0,1,37,0,workflow_dispatch
20260717T143034Z,4268,29588238675,0,0,0,2,64,0,workflow_dispatch
20260717T143533Z,4269,29588584546,0,0,0,2,44,0,workflow_dispatch
20260717T144037Z,4270,29588926464,0,0,0,2,48,0,workflow_dispatch
20260717T144534Z,4271,29589265370,0,0,0,3,66,0,workflow_dispatch
20260717T145040Z,4272,29589611334,0,0,0,4,47,0,workflow_dispatch
20260717T145536Z,4273,29589954387,0,0,0,4,50,0,workflow_dispatch
20260717T150005Z,4274,29590245348,0,0,0,3,0,0,workflow_dispatch
20260717T150103Z,4275,29590294722,0,0,0,3,75,0,workflow_dispatch
20260717T150539Z,4276,29590645097,0,0,0,3,55,0,workflow_dispatch
20260717T151037Z,4277,29590989896,0,0,0,2,47,0,workflow_dispatch
20260717T151538Z,4278,29591333369,0,0,0,3,60,0,workflow_dispatch
20260717T152040Z,4279,29591672032,0,0,0,3,60,0,workflow_dispatch
20260717T152537Z,4280,29592011819,0,0,0,2,49,0,workflow_dispatch
20260717T153057Z,4281,29592362413,0,0,0,4,66,0,workflow_dispatch
20260717T153538Z,4282,29592712670,0,0,0,5,48,0,workflow_dispatch
20260717T154034Z,4283,29593056562,0,0,0,2,8,0,workflow_dispatch
20260717T154535Z,4284,29593389560,0,0,0,4,10,0,workflow_dispatch
20260717T155032Z,4285,29593726299,0,0,0,2,6,0,workflow_dispatch
20260717T155533Z,4286,29594064198,0,0,0,2,11,0,workflow_dispatch
20260717T160038Z,4287,29594397755,0,0,0,4,18,0,workflow_dispatch
20260717T160533Z,4288,29594750052,0,0,0,2,6,0,workflow_dispatch
20260717T161038Z,4289,29595089824,0,0,0,3,8,0,workflow_dispatch
20260717T161537Z,4290,29595417920,0,0,0,3,7,0,workflow_dispatch
20260717T162037Z,4291,29595745700,0,0,0,2,5,0,workflow_dispatch
20260717T162238Z,4292,29595878988,0,0,0,3,6,0,workflow_dispatch
20260717T162535Z,4293,29596072339,0,0,0,4,8,0,workflow_dispatch
20260717T163045Z,4294,29596398397,0,0,0,2,8,0,workflow_dispatch
20260717T163534Z,4295,29596726526,0,0,0,2,7,0,workflow_dispatch
20260717T164037Z,4296,29597052584,0,0,0,3,4,0,workflow_dispatch
20260717T164534Z,4297,29597380463,0,0,0,3,5,0,workflow_dispatch
20260717T165035Z,4298,29597704470,0,0,0,1,4,0,workflow_dispatch
20260717T165537Z,4299,29598026907,0,0,0,1,4,0,workflow_dispatch
20260717T170039Z,4300,29598346813,0,0,0,3,4,0,workflow_dispatch
20260717T170537Z,4301,29598674860,0,0,0,4,3,0,workflow_dispatch
20260717T171041Z,4302,29598987899,0,0,0,3,4,0,workflow_dispatch
20260717T171647Z,4303,29599309187,0,0,0,3,4,0,workflow_dispatch
20260717T172038Z,4304,29599630483,0,0,0,3,5,0,workflow_dispatch
20260717T172538Z,4305,29599955315,0,0,0,2,5,0,workflow_dispatch
20260717T173038Z,4306,29600279347,0,0,0,3,3,0,workflow_dispatch
20260717T173532Z,4307,29600605958,0,0,0,2,4,0,workflow_dispatch
20260717T173616Z,4308,29600647697,0,0,0,2,4,0,workflow_dispatch
20260717T174037Z,4309,29600922676,0,0,0,4,5,0,workflow_dispatch
20260717T174537Z,4310,29601237001,0,0,0,3,4,0,workflow_dispatch
20260717T175034Z,4311,29601555049,0,0,0,2,4,0,workflow_dispatch
20260717T175533Z,4312,29601868402,0,0,0,2,3,0,workflow_dispatch
20260717T180036Z,4313,29602173366,0,0,0,3,3,0,workflow_dispatch
20260717T180536Z,4314,29602491638,0,0,0,3,5,0,workflow_dispatch
20260717T181035Z,4315,29602805566,0,0,0,3,3,0,workflow_dispatch
20260717T181536Z,4316,29603121973,0,0,0,2,5,0,workflow_dispatch
20260717T182035Z,4317,29603420333,0,0,0,4,5,0,workflow_dispatch
20260717T182532Z,4318,29603723568,0,0,0,3,4,0,workflow_dispatch
20260717T183037Z,4319,29604033665,0,0,0,2,3,0,workflow_dispatch
20260717T183535Z,4320,29604351461,0,0,0,2,3,0,workflow_dispatch
