run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260806T000917Z,6242,31058724506,0,0,2,8,schedule
20260806T014601Z,6243,31063645034,0,0,3,10,schedule
20260806T044947Z,6244,31072306862,0,0,1,10,schedule
20260806T130047Z,6245,31103873478,0,0,1,10,workflow_dispatch
20260806T130544Z,6246,31104263757,0,0,4,6,workflow_dispatch
20260806T131049Z,6247,31104647044,0,0,2,10,workflow_dispatch
20260806T131546Z,6248,31105034687,0,0,2,11,workflow_dispatch
20260806T132046Z,6249,31105418675,0,0,1,9,workflow_dispatch
20260806T132544Z,6250,31105807813,0,0,1,9,workflow_dispatch
20260806T133051Z,6251,31106199390,0,0,217,0,workflow_dispatch
20260806T134117Z,6253,31107000531,0,0,217,0,workflow_dispatch
20260806T140644Z,6258,31109042791,0,0,3,0,workflow_dispatch
20260806T140939Z,6259,31109329609,0,0,3,0,schedule
20260806T141147Z,6260,31109453007,0,0,2,172,workflow_dispatch
20260806T141555Z,6261,31109875389,0,0,1,145,workflow_dispatch
20260806T142044Z,6262,31110291474,0,0,1,138,workflow_dispatch
20260806T142552Z,6263,31110707743,0,0,2,134,workflow_dispatch
20260806T143345Z,6264,31111124053,0,0,2,0,workflow_dispatch
20260806T143621Z,6265,31111546847,0,0,2,137,workflow_dispatch
20260806T144051Z,6266,31111963739,0,0,2,136,workflow_dispatch
20260806T144544Z,6267,31112386054,0,0,2,256,workflow_dispatch
20260806T145637Z,6269,31113246842,0,0,1,133,workflow_dispatch
20260806T150630Z,6271,31114116760,0,0,2,145,workflow_dispatch
20260806T151045Z,6272,31114535204,0,0,3,148,workflow_dispatch
20260806T152052Z,6273,31115321203,0,0,2,0,workflow_dispatch
20260806T153320Z,6275,31116126039,0,0,3,205,workflow_dispatch
20260806T154145Z,6276,31116886852,0,0,2,22,workflow_dispatch
20260806T161349Z,6281,31118842093,0,0,2,28,workflow_dispatch
20260806T173551Z,6296,31123548118,0,0,6,39,workflow_dispatch
20260806T174135Z,6297,31123786232,0,0,2,26,workflow_dispatch
20260806T175144Z,6299,31124268359,0,0,2,18,workflow_dispatch
20260806T182928Z,6307,31125876398,0,0,4,17,workflow_dispatch
20260806T184543Z,6310,31126317612,0,0,3,23,workflow_dispatch
20260806T190553Z,6314,31126621687,0,0,1,22,workflow_dispatch
20260806T192047Z,6317,31126798253,0,0,1,18,workflow_dispatch
20260806T192542Z,6318,31126861353,0,0,2,18,workflow_dispatch
20260806T194048Z,6321,31127042255,0,0,216,25,workflow_dispatch
20260806T200548Z,6326,31127345054,0,0,2,26,workflow_dispatch
20260806T203054Z,6331,31127650086,0,0,3,9,workflow_dispatch
20260806T205551Z,6336,31127945035,0,0,2,10,workflow_dispatch
20260806T210542Z,6338,31128061622,0,0,2,9,workflow_dispatch
20260806T215048Z,6347,31128571171,0,0,3,9,workflow_dispatch
20260806T215548Z,6348,31128627715,0,0,2,9,workflow_dispatch
20260806T220047Z,6349,31128683022,0,0,2,9,workflow_dispatch
20260806T220546Z,6350,31128749675,0,0,2,7,workflow_dispatch
20260806T221048Z,6351,31128806561,0,0,2,9,workflow_dispatch
20260806T221547Z,6352,31128865541,0,0,3,10,workflow_dispatch
20260806T222047Z,6353,31128922507,0,0,3,10,workflow_dispatch
20260806T222555Z,6354,31128982159,0,0,3,10,workflow_dispatch
20260806T223053Z,6355,31129033321,0,0,3,9,workflow_dispatch
20260806T223554Z,6356,31129095039,0,0,3,10,workflow_dispatch
20260806T224053Z,6357,31129148229,0,0,4,10,workflow_dispatch
20260806T224543Z,6358,31129205712,0,0,1,9,workflow_dispatch
