run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260729T011020Z,5388,30413269194,0,0,3,7,schedule
20260729T014757Z,5389,30415052843,0,0,3,9,schedule
20260729T045405Z,5390,30423491494,0,0,2,8,schedule
20260729T130045Z,5391,30454020605,0,0,1,8,workflow_dispatch
20260729T130547Z,5392,30454401165,0,0,1,8,workflow_dispatch
20260729T131044Z,5393,30454773570,0,0,1,5,workflow_dispatch
20260729T131548Z,5394,30455145039,0,0,3,6,workflow_dispatch
20260729T132046Z,5395,30455518738,0,0,2,7,workflow_dispatch
20260729T132551Z,5396,30455899433,0,0,1,8,workflow_dispatch
20260729T133046Z,5397,30456284421,0,0,217,0,workflow_dispatch
20260729T133606Z,5398,30456671915,0,0,216,0,workflow_dispatch
20260729T134124Z,5399,30457061783,0,0,218,0,workflow_dispatch
20260729T140146Z,5403,30458682538,0,0,4,0,workflow_dispatch
20260729T140614Z,5404,30459103890,0,0,3,0,workflow_dispatch
20260729T141043Z,5406,30459518481,0,0,1,228,workflow_dispatch
20260729T141539Z,5407,30459931970,0,0,2,221,workflow_dispatch
20260729T142042Z,5408,30460342088,0,0,3,248,workflow_dispatch
20260729T142550Z,5409,30460753101,0,0,4,238,workflow_dispatch
20260729T143049Z,5410,30461164108,0,0,2,210,workflow_dispatch
20260729T143733Z,5411,30461585319,0,0,2,0,workflow_dispatch
20260729T144103Z,5412,30462002423,0,0,2,169,workflow_dispatch
20260729T144536Z,5413,30462419734,0,0,2,229,workflow_dispatch
20260729T145048Z,5414,30462832651,0,0,2,215,workflow_dispatch
20260729T145544Z,5415,30463263300,0,0,2,183,workflow_dispatch
20260729T150104Z,5416,30463686420,0,0,4,0,workflow_dispatch
20260729T150603Z,5417,30464110449,0,0,6,238,workflow_dispatch
20260729T151601Z,5419,30464935585,0,0,3,212,workflow_dispatch
20260729T152043Z,5420,30465335148,0,0,1,0,workflow_dispatch
20260729T152602Z,5421,30465740192,0,0,3,0,workflow_dispatch
20260729T153108Z,5422,30466141739,0,0,3,170,workflow_dispatch
20260729T153717Z,5423,30466559454,0,0,2,8,workflow_dispatch
20260729T154050Z,5424,30466974772,0,0,5,9,workflow_dispatch
20260729T154545Z,5425,30467391928,0,0,2,9,workflow_dispatch
20260729T155116Z,5426,30467799690,0,0,3,7,workflow_dispatch
20260729T155541Z,5427,30468210898,0,0,3,9,workflow_dispatch
20260729T155855Z,5428,30468472714,0,0,2,7,schedule
20260729T160041Z,5429,30468616282,0,0,4,8,workflow_dispatch
20260729T160538Z,5430,30469036574,0,0,1,7,workflow_dispatch
20260729T161120Z,5431,30469437915,0,0,3,9,workflow_dispatch
20260729T161543Z,5432,30469837824,0,0,2,6,workflow_dispatch
20260729T162107Z,5433,30470229116,0,0,2,8,workflow_dispatch
20260729T162542Z,5434,30470612966,0,0,2,8,workflow_dispatch
20260729T163041Z,5435,30471001946,0,0,2,7,workflow_dispatch
20260729T163545Z,5436,30471398356,0,0,2,7,workflow_dispatch
20260729T164046Z,5437,30471786974,0,0,2,9,workflow_dispatch
20260729T164546Z,5438,30472171166,0,0,3,5,workflow_dispatch
20260729T165040Z,5439,30472549050,0,0,2,7,workflow_dispatch
20260729T165544Z,5440,30472934233,0,0,2,7,workflow_dispatch
20260729T170043Z,5441,30473318893,0,0,3,8,workflow_dispatch
20260729T170537Z,5442,30473711982,0,0,3,7,workflow_dispatch
20260729T171045Z,5443,30474088705,0,0,4,9,workflow_dispatch
20260729T171541Z,5444,30474464438,0,0,4,8,workflow_dispatch
20260729T172039Z,5445,30474836277,0,0,3,7,workflow_dispatch
20260729T172324Z,5446,30475041280,0,0,1,7,schedule
20260729T172756Z,5447,30475214989,0,0,6,7,workflow_dispatch
20260729T173259Z,5448,30475601270,0,0,2,7,workflow_dispatch
20260729T173536Z,5449,30475995965,0,0,2,8,workflow_dispatch
20260729T174324Z,5450,30476373966,0,0,3,9,workflow_dispatch
20260729T174559Z,5451,30476751622,0,0,2,8,workflow_dispatch
20260729T175045Z,5452,30477123956,0,0,3,8,workflow_dispatch
20260729T175548Z,5453,30477511948,0,0,3,8,workflow_dispatch
20260729T180046Z,5454,30477898199,0,0,2,7,workflow_dispatch
20260729T180539Z,5455,30478292289,0,0,2,7,workflow_dispatch
20260729T181051Z,5456,30478669320,0,0,3,8,workflow_dispatch
20260729T181607Z,5457,30479052018,0,0,3,9,workflow_dispatch
20260729T182049Z,5458,30479427952,0,0,2,8,workflow_dispatch
20260729T182545Z,5459,30479811381,0,0,2,9,workflow_dispatch
20260729T183051Z,5460,30480195446,0,0,3,9,workflow_dispatch
20260729T183226Z,5461,30480330520,0,0,2,7,schedule
20260729T183540Z,5462,30480582041,0,0,1,10,workflow_dispatch
20260729T184046Z,5463,30480958403,0,0,2,7,workflow_dispatch
20260729T184541Z,5464,30481336811,0,0,4,9,workflow_dispatch
20260729T185039Z,5465,30481707976,0,0,2,8,workflow_dispatch
20260729T185545Z,5466,30482076548,0,0,2,9,workflow_dispatch
20260729T190120Z,5467,30482446364,0,0,3,9,workflow_dispatch
20260729T190553Z,5468,30482836985,0,0,3,9,workflow_dispatch
20260729T191041Z,5469,30483199661,0,0,2,9,workflow_dispatch
20260729T191602Z,5470,30483562306,0,0,3,8,workflow_dispatch
20260729T192049Z,5471,30483934127,0,0,3,10,workflow_dispatch
20260729T192538Z,5472,30484306238,0,0,2,8,workflow_dispatch
20260729T193043Z,5473,30484674252,0,0,216,9,workflow_dispatch
20260729T193543Z,5474,30485048314,0,0,218,9,workflow_dispatch
20260729T194047Z,5475,30485412502,0,0,216,9,workflow_dispatch
20260729T194543Z,5476,30485784654,0,0,256,10,workflow_dispatch
20260729T195537Z,5479,30486448971,0,0,261,9,workflow_dispatch
20260729T200051Z,5480,30486760238,0,0,1,10,workflow_dispatch
20260729T200547Z,5481,30487080718,0,0,2,10,workflow_dispatch
20260729T201038Z,5482,30487398219,0,0,3,9,workflow_dispatch
20260729T201537Z,5483,30487721801,0,0,1,9,workflow_dispatch
20260729T202042Z,5484,30488035547,0,0,3,9,workflow_dispatch
20260729T202541Z,5485,30488359804,0,0,2,9,workflow_dispatch
20260729T203044Z,5486,30488681857,0,0,2,9,workflow_dispatch
20260729T203538Z,5487,30489016978,0,0,3,10,workflow_dispatch
20260729T204215Z,5488,30489339917,0,0,1,9,workflow_dispatch
20260729T204539Z,5489,30489666884,0,0,2,9,workflow_dispatch
20260729T205043Z,5490,30489987480,0,0,1,9,workflow_dispatch
20260729T205500Z,5491,30490268816,0,0,3,0,schedule
20260729T205555Z,5492,30490308360,0,0,1,9,workflow_dispatch
20260729T210047Z,5493,30490637464,0,0,2,8,workflow_dispatch
20260729T210717Z,5494,30490974202,0,0,2,8,workflow_dispatch
20260729T211038Z,5495,30491301259,0,0,2,8,workflow_dispatch
20260729T211536Z,5496,30491631696,0,0,2,8,workflow_dispatch
20260729T212037Z,5497,30491952057,0,0,2,8,workflow_dispatch
20260729T212535Z,5498,30492282005,0,0,2,8,workflow_dispatch
20260729T213038Z,5499,30492601798,0,0,2,9,workflow_dispatch
20260729T213546Z,5500,30492926654,0,0,3,10,workflow_dispatch
20260729T214044Z,5501,30493240745,0,0,3,10,workflow_dispatch
20260729T214539Z,5502,30493546770,0,0,2,10,workflow_dispatch
20260729T215038Z,5503,30493862376,0,0,1,9,workflow_dispatch
20260729T215547Z,5504,30494179678,0,0,2,10,workflow_dispatch
20260729T220100Z,5506,30494490581,0,0,2,9,workflow_dispatch
20260729T220541Z,5507,30494818615,0,0,3,10,workflow_dispatch
20260729T221040Z,5508,30495134807,0,0,2,9,workflow_dispatch
20260729T221537Z,5509,30495446368,0,0,2,9,workflow_dispatch
20260729T222036Z,5510,30495754693,0,0,1,9,workflow_dispatch
20260729T222548Z,5511,30496052692,0,0,3,9,workflow_dispatch
20260729T223039Z,5512,30496347167,0,0,2,9,workflow_dispatch
20260729T223543Z,5513,30496646614,0,0,1,9,workflow_dispatch
20260729T224043Z,5514,30496929353,0,0,2,9,workflow_dispatch
20260729T224545Z,5515,30497220049,0,0,4,7,workflow_dispatch
20260729T225039Z,5516,30497499113,0,0,2,10,workflow_dispatch
20260729T225536Z,5517,30497777598,0,0,2,9,workflow_dispatch
20260729T230041Z,5518,30498057714,0,0,2,10,workflow_dispatch
20260729T230549Z,5519,30498353804,0,0,3,7,workflow_dispatch
