run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260724T010117Z,4961,30057798244,0,0,2,9,schedule
20260724T015229Z,4962,30060104218,0,0,2,7,schedule
20260724T045525Z,4963,30068016557,0,0,3,8,schedule
20260724T130051Z,4964,30095157424,0,0,3,8,workflow_dispatch
20260724T130538Z,4965,30095489780,0,0,1,8,workflow_dispatch
20260724T131036Z,4966,30095814527,0,0,2,7,workflow_dispatch
20260724T131537Z,4967,30096141464,0,0,2,7,workflow_dispatch
20260724T132038Z,4968,30096461501,0,0,2,6,workflow_dispatch
20260724T132535Z,4969,30096786125,0,0,2,8,workflow_dispatch
20260724T133039Z,4970,30097110244,0,0,215,0,workflow_dispatch
20260724T133556Z,4971,30097456917,0,0,213,0,workflow_dispatch
20260724T135053Z,4975,30098477556,0,0,239,0,workflow_dispatch
20260724T135556Z,4976,30098818991,0,0,247,0,workflow_dispatch
20260724T140106Z,4977,30099166535,0,0,3,100,workflow_dispatch
20260724T140540Z,4978,30099518820,0,0,2,111,workflow_dispatch
20260724T141041Z,4979,30099863133,0,0,3,67,workflow_dispatch
20260724T141539Z,4980,30100217506,0,0,3,62,workflow_dispatch
20260724T142036Z,4981,30100567163,0,0,2,45,workflow_dispatch
20260724T142538Z,4982,30100919112,0,0,3,50,workflow_dispatch
20260724T143037Z,4983,30101269396,0,0,2,65,workflow_dispatch
20260724T143538Z,4984,30101629512,0,0,2,45,workflow_dispatch
20260724T144039Z,4985,30101981067,0,0,3,48,workflow_dispatch
20260724T144534Z,4986,30102335092,0,0,1,93,workflow_dispatch
20260724T145036Z,4987,30102689189,0,0,2,39,workflow_dispatch
20260724T145541Z,4988,30103045056,0,0,3,41,workflow_dispatch
20260724T150037Z,4989,30103398776,0,0,3,73,workflow_dispatch
20260724T150538Z,4990,30103763213,0,0,4,58,workflow_dispatch
20260724T151041Z,4991,30104111426,0,0,4,55,workflow_dispatch
20260724T151538Z,4992,30104466369,0,0,2,57,workflow_dispatch
20260724T151816Z,4993,30104659354,0,0,2,38,schedule
20260724T152036Z,4994,30104822014,0,0,2,92,workflow_dispatch
20260724T152538Z,4995,30105181547,0,0,2,50,workflow_dispatch
20260724T153044Z,4996,30105540270,0,0,3,75,workflow_dispatch
20260724T153540Z,4997,30105910174,0,0,2,62,workflow_dispatch
20260724T154038Z,4998,30106261260,0,0,2,8,workflow_dispatch
20260724T154540Z,4999,30106616820,0,0,3,7,workflow_dispatch
20260724T155041Z,5000,30106965322,0,0,2,6,workflow_dispatch
20260724T155536Z,5001,30107314113,0,0,3,9,workflow_dispatch
20260724T160121Z,5002,30107596931,0,0,3,8,workflow_dispatch
