run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260731T011707Z,5674,30595903891,0,0,2,9,schedule
20260731T015713Z,5675,30597662946,0,0,3,6,schedule
20260731T053226Z,5676,30607051442,0,0,2,8,schedule
20260731T130044Z,5677,30632722726,0,0,2,9,workflow_dispatch
20260731T130551Z,5678,30633048422,0,0,3,7,workflow_dispatch
20260731T131045Z,5679,30633371382,0,0,1,10,workflow_dispatch
20260731T131550Z,5680,30633697049,0,0,2,9,workflow_dispatch
20260731T132149Z,5681,30634026082,0,0,1,9,workflow_dispatch
20260731T132539Z,5682,30634356825,0,0,2,8,workflow_dispatch
20260731T133040Z,5683,30634688206,0,0,218,0,workflow_dispatch
20260731T134105Z,5685,30635376071,0,0,233,0,workflow_dispatch
20260731T140105Z,5689,30636741535,0,0,3,100,workflow_dispatch
20260731T140543Z,5690,30637106131,0,0,2,0,workflow_dispatch
20260731T140721Z,5691,30637199962,0,0,2,107,schedule
20260731T141045Z,5692,30637452296,0,0,5,92,workflow_dispatch
20260731T141543Z,5693,30637802469,0,0,6,104,workflow_dispatch
20260731T142039Z,5694,30638148467,0,0,2,77,workflow_dispatch
20260731T142551Z,5695,30638498450,0,0,2,71,workflow_dispatch
20260731T143045Z,5696,30638851180,0,0,2,96,workflow_dispatch
20260731T143536Z,5697,30639210400,0,0,2,69,workflow_dispatch
20260731T144102Z,5698,30639566067,0,0,3,69,workflow_dispatch
20260731T144550Z,5699,30639922516,0,0,2,168,workflow_dispatch
20260731T145049Z,5700,30640278810,0,0,2,84,workflow_dispatch
20260731T145543Z,5701,30640645805,0,0,3,105,workflow_dispatch
20260731T150046Z,5702,30641000844,0,0,2,104,workflow_dispatch
20260731T150537Z,5703,30641362831,0,0,5,81,workflow_dispatch
20260731T152112Z,5706,30642430914,0,0,2,114,workflow_dispatch
20260731T152619Z,5707,30642787436,0,0,3,106,workflow_dispatch
20260731T153332Z,5708,30643138833,0,0,4,0,workflow_dispatch
20260731T153607Z,5709,30643503925,0,0,3,24,workflow_dispatch
20260731T154044Z,5710,30643852202,0,0,4,15,workflow_dispatch
