run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260817T130057Z,7215,32032696291,0,0,2,31,workflow_dispatch
20260817T130621Z,7216,32033140791,0,0,3,31,workflow_dispatch
20260817T131059Z,7217,32033595370,0,0,1,29,workflow_dispatch
20260817T131556Z,7218,32034063823,0,0,2,30,workflow_dispatch
20260817T132054Z,7219,32034535441,0,0,1,31,workflow_dispatch
20260817T132555Z,7220,32034996116,0,0,1,29,workflow_dispatch
20260817T134115Z,7223,32036190083,0,0,217,0,workflow_dispatch
20260817T140128Z,7227,32037467034,0,0,3,28,workflow_dispatch
20260817T140607Z,7228,32037770447,0,0,4,28,workflow_dispatch
20260817T141052Z,7229,32038078644,0,0,2,30,workflow_dispatch
20260817T141548Z,7230,32038379921,0,0,2,30,workflow_dispatch
20260817T142051Z,7231,32038667501,0,0,3,31,workflow_dispatch
20260817T142552Z,7232,32038960591,0,0,2,31,workflow_dispatch
20260817T143053Z,7233,32039245504,0,0,2,30,workflow_dispatch
20260817T143546Z,7234,32039544496,0,0,2,27,workflow_dispatch
