run_stamp,run_number,run_id,live_exit,live_options_exit,options_exit,live_duration_s,live_options_duration_s,options_duration_s,event_type
20260807T001202Z,6373,31133752988,0,0,0,2,9,0,schedule
20260807T021018Z,6374,31140342156,0,0,0,2,7,0,schedule
20260807T043220Z,6375,31147686732,0,0,0,3,10,0,schedule
20260807T130131Z,6376,31180620236,0,0,0,3,10,0,workflow_dispatch
20260807T130401Z,6377,31180813932,0,0,0,2,10,0,schedule
20260807T130543Z,6378,31181002814,0,0,0,2,10,0,workflow_dispatch
20260807T131117Z,6379,31181378609,0,0,0,3,9,0,workflow_dispatch
20260807T131551Z,6380,31181759441,0,0,0,3,10,0,workflow_dispatch
20260807T132040Z,6381,31182138991,0,0,0,1,9,0,workflow_dispatch
20260807T132554Z,6382,31182524525,0,0,0,2,8,0,workflow_dispatch
20260807T133044Z,6383,31182914866,0,0,0,217,0,0,workflow_dispatch
20260807T133612Z,6384,31183317916,0,0,0,218,0,0,workflow_dispatch
20260807T134106Z,6385,31183722113,0,0,0,216,0,0,workflow_dispatch
20260807T140111Z,6389,31185381191,0,0,0,3,128,0,workflow_dispatch
20260807T140542Z,6390,31185813241,0,0,0,3,91,0,workflow_dispatch
20260807T141047Z,6391,31186223372,0,0,0,3,103,0,workflow_dispatch
20260807T141545Z,6392,31186634029,0,0,0,3,0,0,workflow_dispatch
20260807T141750Z,6393,31186774836,0,0,0,2,82,0,schedule
20260807T142042Z,6394,31187046498,0,0,0,2,79,0,workflow_dispatch
20260807T142552Z,6395,31187467369,0,0,0,2,79,0,workflow_dispatch
20260807T143051Z,6396,31187888934,0,0,0,2,102,0,workflow_dispatch
20260807T143544Z,6397,31188318249,0,0,0,2,92,0,workflow_dispatch
20260807T144450Z,6398,31188736894,0,0,0,3,0,0,workflow_dispatch
20260807T144613Z,6399,31189158939,0,0,0,2,80,0,workflow_dispatch
20260807T145043Z,6400,31189578404,0,0,0,3,98,0,workflow_dispatch
20260807T151053Z,6404,31191246312,0,0,0,3,91,0,workflow_dispatch
20260807T152126Z,6407,31192070366,0,0,0,2,91,0,workflow_dispatch
20260807T152555Z,6408,31192492221,0,0,0,2,88,0,workflow_dispatch
20260807T153055Z,6409,31192910251,0,0,0,4,102,0,workflow_dispatch
20260807T153548Z,6410,31193337573,0,0,0,3,87,0,workflow_dispatch
20260807T154043Z,6411,31193755451,0,0,0,2,20,0,workflow_dispatch
20260807T154546Z,6412,31194166682,0,0,0,1,18,0,workflow_dispatch
20260807T155044Z,6413,31194579676,0,0,0,3,25,0,workflow_dispatch
20260807T155549Z,6414,31194992882,0,0,0,3,26,0,workflow_dispatch
20260807T160629Z,6416,31195832024,0,0,0,2,17,0,workflow_dispatch
20260807T161111Z,6418,31196243122,0,0,0,2,18,0,workflow_dispatch
20260807T161543Z,6419,31196653043,0,0,0,2,19,0,workflow_dispatch
20260807T162044Z,6420,31197052535,0,0,0,2,19,0,workflow_dispatch
20260807T162550Z,6421,31197455590,0,0,0,3,22,0,workflow_dispatch
20260807T164622Z,6425,31199061069,0,0,0,2,21,0,workflow_dispatch
20260807T165046Z,6426,31199453083,0,0,0,3,21,0,workflow_dispatch
20260807T165542Z,6427,31199845362,0,0,0,2,14,0,workflow_dispatch
20260807T170047Z,6428,31200235281,0,0,0,2,20,0,workflow_dispatch
20260807T170550Z,6429,31200641424,0,0,0,2,16,0,workflow_dispatch
20260807T170740Z,6430,31200764432,0,0,0,2,13,0,schedule
20260807T171048Z,6431,31201027038,0,0,0,2,16,0,workflow_dispatch
20260807T171557Z,6432,31201414743,0,0,0,5,20,0,workflow_dispatch
20260807T172049Z,6433,31201800177,0,0,0,2,14,0,workflow_dispatch
20260807T172545Z,6434,31202188164,0,0,0,4,15,0,workflow_dispatch
20260807T173047Z,6435,31202579599,0,0,0,3,25,0,workflow_dispatch
20260807T173553Z,6436,31202972495,0,0,0,2,12,0,workflow_dispatch
20260807T174045Z,6437,31203353955,0,0,0,3,13,0,workflow_dispatch
20260807T174549Z,6438,31203744225,0,0,0,2,11,0,workflow_dispatch
20260807T175050Z,6439,31204127842,0,0,0,4,13,0,workflow_dispatch
20260807T175552Z,6440,31204517516,0,0,0,3,15,0,workflow_dispatch
20260807T180049Z,6442,31204909734,0,0,0,4,18,0,workflow_dispatch
20260807T180610Z,6443,31205310511,0,0,0,3,15,0,workflow_dispatch
20260807T181050Z,6444,31205695385,0,0,0,4,16,0,workflow_dispatch
