run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260804T011115Z,5958,30867937854,0,0,2,10,schedule
20260804T014344Z,5959,30869597965,0,0,2,9,schedule
20260804T044855Z,5960,30878739132,0,0,2,8,schedule
20260804T130054Z,5961,30911666840,0,0,3,10,workflow_dispatch
20260804T130549Z,5962,30912076735,0,0,3,10,workflow_dispatch
20260804T131042Z,5963,30912480962,0,0,2,10,workflow_dispatch
20260804T131545Z,5964,30912886269,0,0,4,9,workflow_dispatch
20260804T132049Z,5965,30913290532,0,0,2,9,workflow_dispatch
20260804T132552Z,5966,30913705560,0,0,2,11,workflow_dispatch
20260804T133045Z,5967,30914117727,0,0,217,0,workflow_dispatch
20260804T133606Z,5968,30914542972,0,0,218,0,workflow_dispatch
20260804T134103Z,5969,30914958570,0,0,217,0,workflow_dispatch
20260804T135100Z,5971,30915786675,0,0,218,0,workflow_dispatch
20260804T135600Z,5972,30916211902,0,0,218,0,workflow_dispatch
20260804T140105Z,5973,30916647493,0,0,4,204,workflow_dispatch
20260804T140805Z,5974,30917090113,0,0,3,0,workflow_dispatch
20260804T141340Z,5976,30917599618,0,0,1,101,schedule
20260804T141611Z,5977,30917958384,0,0,3,154,workflow_dispatch
20260804T142047Z,5978,30918391386,0,0,4,123,workflow_dispatch
20260804T142543Z,5979,30918827100,0,0,2,94,workflow_dispatch
20260804T143047Z,5980,30919259614,0,0,3,89,workflow_dispatch
20260804T143545Z,5981,30919699973,0,0,2,86,workflow_dispatch
20260804T144047Z,5982,30920126890,0,0,3,81,workflow_dispatch
20260804T144540Z,5983,30920548076,0,0,4,196,workflow_dispatch
20260804T145044Z,5984,30920974272,0,0,1,102,workflow_dispatch
20260804T145549Z,5985,30921416076,0,0,3,114,workflow_dispatch
20260804T150052Z,5986,30921857022,0,0,3,103,workflow_dispatch
20260804T150839Z,5987,30922299964,0,0,2,76,workflow_dispatch
20260804T151048Z,5988,30922735593,0,0,1,83,workflow_dispatch
20260804T151540Z,5989,30923173991,0,0,1,89,workflow_dispatch
20260804T152041Z,5990,30923603086,0,0,4,198,workflow_dispatch
20260804T152542Z,5991,30924032128,0,0,3,98,workflow_dispatch
20260804T153044Z,5992,30924451533,0,0,2,107,workflow_dispatch
20260804T153546Z,5993,30924877867,0,0,3,126,workflow_dispatch
20260804T154047Z,5994,30925301538,0,0,4,24,workflow_dispatch
20260804T154544Z,5995,30925725272,0,0,3,33,workflow_dispatch
20260804T155041Z,5996,30926140180,0,0,3,19,workflow_dispatch
20260804T155549Z,5997,30926561231,0,0,3,26,workflow_dispatch
20260804T160044Z,5998,30926984949,0,0,2,35,workflow_dispatch
20260804T160542Z,5999,30927406761,0,0,4,20,workflow_dispatch
20260804T161055Z,6000,30927810469,0,0,2,18,workflow_dispatch
20260804T161553Z,6001,30928212700,0,0,3,27,workflow_dispatch
20260804T162043Z,6002,30928611449,0,0,2,17,workflow_dispatch
20260804T162326Z,6003,30928832847,0,0,3,19,schedule
