run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260813T130054Z,6951,31702731008,0,0,2,12,workflow_dispatch
20260813T130553Z,6952,31703148740,0,0,4,10,workflow_dispatch
20260813T131047Z,6953,31703561516,0,0,2,10,workflow_dispatch
20260813T131550Z,6954,31703972497,0,0,1,11,workflow_dispatch
20260813T132053Z,6955,31704380049,0,0,2,7,workflow_dispatch
20260813T132549Z,6956,31704800085,0,0,1,11,workflow_dispatch
20260813T133051Z,6957,31705205454,0,0,216,0,workflow_dispatch
20260813T135123Z,6961,31706952586,0,0,217,0,workflow_dispatch
20260813T135612Z,6962,31707391911,0,0,215,0,workflow_dispatch
20260813T140115Z,6963,31707830898,0,0,3,98,workflow_dispatch
20260813T140547Z,6964,31708287562,0,0,2,90,workflow_dispatch
20260813T141050Z,6965,31708712941,0,0,3,111,workflow_dispatch
20260813T141629Z,6966,31709171199,0,0,3,87,workflow_dispatch
20260813T142100Z,6967,31709616590,0,0,5,99,workflow_dispatch
20260813T142546Z,6968,31710052835,0,0,2,78,workflow_dispatch
20260813T143050Z,6969,31710516897,0,0,3,106,workflow_dispatch
20260813T143551Z,6970,31710961566,0,0,2,93,workflow_dispatch
20260813T144050Z,6971,31711265254,0,0,2,71,workflow_dispatch
20260813T144550Z,6972,31711636952,0,0,1,85,workflow_dispatch
20260813T145047Z,6973,31712121434,0,0,1,79,workflow_dispatch
20260813T145554Z,6974,31712577170,0,0,1,76,workflow_dispatch
20260813T150054Z,6975,31713033902,0,0,3,128,workflow_dispatch
20260813T150941Z,6976,31713486397,0,0,2,0,workflow_dispatch
20260813T151120Z,6977,31713937100,0,0,2,93,workflow_dispatch
20260813T151554Z,6978,31714388061,0,0,2,97,workflow_dispatch
20260813T152052Z,6979,31714830885,0,0,2,84,workflow_dispatch
20260813T152557Z,6980,31715271440,0,0,3,98,workflow_dispatch
20260813T153050Z,6981,31715730716,0,0,1,86,workflow_dispatch
20260813T153555Z,6982,31716163438,0,0,3,20,workflow_dispatch
20260813T154059Z,6983,31716631708,0,0,5,17,workflow_dispatch
20260813T154621Z,6984,31717077624,0,0,3,17,workflow_dispatch
20260813T155049Z,6985,31717520262,0,0,3,17,workflow_dispatch
20260813T155547Z,6986,31717966289,0,0,2,12,workflow_dispatch
20260813T160059Z,6987,31718405016,0,0,8,15,workflow_dispatch
20260813T160556Z,6988,31718848045,0,0,3,16,workflow_dispatch
20260813T161049Z,6989,31719281793,0,0,3,18,workflow_dispatch
20260813T161601Z,6990,31719709309,0,0,3,14,workflow_dispatch
20260813T162053Z,6991,31720131052,0,0,3,17,workflow_dispatch
20260813T162550Z,6992,31720559516,0,0,2,14,workflow_dispatch
20260813T163049Z,6993,31720979781,0,0,3,14,workflow_dispatch
20260813T163547Z,6994,31721409670,0,0,2,11,workflow_dispatch
20260813T164048Z,6995,31721829006,0,0,2,12,workflow_dispatch
20260813T164605Z,6996,31722249960,0,0,3,17,workflow_dispatch
20260813T165323Z,6997,31722664947,0,0,3,16,workflow_dispatch
20260813T165555Z,6998,31723084167,0,0,2,184,workflow_dispatch
20260813T170438Z,6999,31723502043,0,0,3,0,workflow_dispatch
20260813T170629Z,7000,31723924830,0,0,3,0,workflow_dispatch
20260813T171126Z,7001,31724335016,0,0,3,42,workflow_dispatch
20260813T171549Z,7002,31724750173,0,0,3,17,workflow_dispatch
20260813T172049Z,7003,31725169502,0,0,3,17,workflow_dispatch
20260813T172548Z,7004,31725594805,0,0,2,14,workflow_dispatch
20260813T173055Z,7005,31726006877,0,0,2,18,workflow_dispatch
20260813T173552Z,7006,31726428297,0,0,3,17,workflow_dispatch
20260813T174643Z,7008,31727263776,0,0,2,17,workflow_dispatch
20260813T175047Z,7009,31727682302,0,0,2,13,workflow_dispatch
20260813T175545Z,7010,31728102305,0,0,3,16,workflow_dispatch
20260813T180054Z,7011,31728519701,0,0,2,16,workflow_dispatch
20260813T180553Z,7012,31728949320,0,0,3,14,workflow_dispatch
20260813T181058Z,7013,31729372467,0,0,2,15,workflow_dispatch
20260813T181550Z,7014,31729785146,0,0,4,13,workflow_dispatch
20260813T182047Z,7015,31730193771,0,0,2,13,workflow_dispatch
20260813T182550Z,7016,31730609400,0,0,2,12,workflow_dispatch
20260813T183051Z,7017,31731038539,0,0,3,17,workflow_dispatch
