run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260814T130055Z,7083,31802734831,0,0,1,11,workflow_dispatch
20260814T130549Z,7084,31803111270,0,0,1,11,workflow_dispatch
20260814T131051Z,7085,31803483572,0,0,3,11,workflow_dispatch
20260814T131553Z,7086,31803858506,0,0,2,11,workflow_dispatch
20260814T132049Z,7087,31804232153,0,0,1,10,workflow_dispatch
20260814T132550Z,7088,31804608859,0,0,1,10,workflow_dispatch
20260814T133053Z,7089,31804991289,0,0,217,0,workflow_dispatch
20260814T133628Z,7090,31805390955,0,0,220,0,workflow_dispatch
20260814T135108Z,7093,31806557829,0,0,233,0,workflow_dispatch
20260814T135617Z,7094,31806954149,0,0,217,0,workflow_dispatch
20260814T140127Z,7095,31807356051,0,0,3,93,workflow_dispatch
20260814T140552Z,7096,31807773940,0,0,2,91,workflow_dispatch
20260814T141056Z,7097,31808173637,0,0,3,108,workflow_dispatch
20260814T141551Z,7098,31808575591,0,0,3,106,workflow_dispatch
20260814T142047Z,7099,31808977798,0,0,2,93,workflow_dispatch
20260814T142549Z,7100,31809387286,0,0,4,95,workflow_dispatch
20260814T143052Z,7101,31809796518,0,0,2,108,workflow_dispatch
20260814T143551Z,7102,31810218050,0,0,5,123,workflow_dispatch
20260814T144048Z,7103,31810632453,0,0,2,84,workflow_dispatch
20260814T144549Z,7104,31811056170,0,0,2,97,workflow_dispatch
20260814T145049Z,7105,31811470353,0,0,2,91,workflow_dispatch
