run_stamp,run_number,run_id,live_exit,live_options_exit,options_exit,live_duration_s,live_options_duration_s,options_duration_s,event_type
20260825T130055Z,7996,32850745621,0,0,0,2,1,9,workflow_dispatch
20260825T130555Z,7997,32851227719,0,0,0,1,1,9,workflow_dispatch
20260825T132004Z,7999,32852202701,0,0,0,2,1,6,workflow_dispatch
20260825T132117Z,8000,32852694727,0,0,0,2,1,9,workflow_dispatch
20260825T132556Z,8001,32853192940,0,0,0,2,0,9,workflow_dispatch
20260825T133650Z,8003,32854206763,0,0,0,0,0,0,workflow_dispatch
20260825T134720Z,8005,32855220395,0,0,0,0,0,0,workflow_dispatch
20260825T135128Z,8006,32855725736,0,0,0,239,1,0,workflow_dispatch
20260825T135659Z,8007,32856233625,0,0,0,0,0,0,workflow_dispatch
20260825T140659Z,8009,32857280594,0,0,0,4,1,69,workflow_dispatch
20260825T141108Z,8010,32857799298,0,0,0,1,1,51,workflow_dispatch
20260825T141553Z,8011,32858308883,0,0,0,2,1,44,workflow_dispatch
20260825T142054Z,8012,32858826591,0,0,0,2,1,57,workflow_dispatch
20260825T142600Z,8013,32859350623,0,0,0,4,1,66,workflow_dispatch
20260825T143056Z,8014,32859881578,0,0,0,4,1,57,workflow_dispatch
20260825T143554Z,8015,32860405456,0,0,0,3,2,67,workflow_dispatch
20260825T144106Z,8016,32860930531,0,0,0,2,1,56,workflow_dispatch
20260825T144558Z,8017,32861458227,0,0,0,2,1,57,workflow_dispatch
20260825T145051Z,8018,32861983786,0,0,0,6,1,65,workflow_dispatch
20260825T145559Z,8019,32862508181,0,0,0,2,2,66,workflow_dispatch
20260825T150056Z,8020,32863033335,0,0,0,3,1,67,workflow_dispatch
20260825T150751Z,8021,32863562490,0,0,0,1,1,56,workflow_dispatch
20260825T151109Z,8022,32864088250,0,0,0,2,2,65,workflow_dispatch
20260825T151603Z,8023,32864612663,0,0,0,1,1,65,workflow_dispatch
20260825T152103Z,8024,32865132216,0,0,0,1,1,56,workflow_dispatch
20260825T152553Z,8025,32865651278,0,0,0,2,1,61,workflow_dispatch
20260825T153059Z,8026,32866174201,0,0,0,3,1,67,workflow_dispatch
20260825T153836Z,8027,32866692237,0,0,0,2,1,9,workflow_dispatch
20260825T154147Z,8028,32867210432,0,0,0,2,0,9,workflow_dispatch
20260825T155201Z,8030,32868236802,0,0,0,2,1,9,workflow_dispatch
20260825T155558Z,8031,32868744124,0,0,0,3,1,8,workflow_dispatch
20260825T160118Z,8032,32869267977,0,0,0,2,1,9,workflow_dispatch
20260825T160654Z,8033,32869789233,0,0,0,2,1,10,workflow_dispatch
20260825T161058Z,8034,32870300238,0,0,0,2,1,10,workflow_dispatch
20260825T161625Z,8035,32870818106,0,0,0,3,1,10,workflow_dispatch
20260825T162056Z,8036,32871321821,0,0,0,1,1,10,workflow_dispatch
20260825T162721Z,8037,32871827678,0,0,0,2,2,10,workflow_dispatch
20260825T163749Z,8039,32872829598,0,0,0,2,1,9,workflow_dispatch
20260825T164244Z,8040,32873322024,0,0,0,1,1,10,workflow_dispatch
20260825T165710Z,8043,32874791094,0,0,0,3,1,11,workflow_dispatch
20260825T170054Z,8044,32875283038,0,0,0,2,1,7,workflow_dispatch
20260825T170632Z,8045,32875779617,0,0,0,1,1,7,workflow_dispatch
20260825T171053Z,8046,32876273606,0,0,0,2,1,9,workflow_dispatch
20260825T172510Z,8048,32877261856,0,0,0,1,1,9,workflow_dispatch
20260825T172631Z,8049,32877750521,0,0,0,2,1,9,workflow_dispatch
20260825T173100Z,8050,32878240603,0,0,0,2,2,10,workflow_dispatch
20260825T174556Z,8053,32879719387,0,0,0,2,2,10,workflow_dispatch
20260825T175057Z,8054,32880203139,0,0,0,3,1,9,workflow_dispatch
20260825T175557Z,8055,32880700756,0,0,0,3,1,12,workflow_dispatch
20260825T180059Z,8056,32881189734,0,0,0,3,1,12,workflow_dispatch
20260825T180734Z,8057,32881680266,0,0,0,2,1,10,workflow_dispatch
20260825T181617Z,8059,32882650136,0,0,0,4,1,9,workflow_dispatch
20260825T182056Z,8060,32883135582,0,0,0,2,2,10,workflow_dispatch
20260825T182644Z,8061,32883619968,0,0,0,2,1,10,workflow_dispatch
20260825T183054Z,8062,32884110332,0,0,0,2,1,10,workflow_dispatch
20260825T183551Z,8063,32884596598,0,0,0,2,1,9,workflow_dispatch
20260825T184953Z,8065,32885582315,0,0,0,3,1,9,workflow_dispatch
20260825T185154Z,8066,32886063285,0,0,0,2,1,9,workflow_dispatch
20260825T185558Z,8067,32886554228,0,0,0,3,1,11,workflow_dispatch
20260825T190104Z,8068,32887049634,0,0,0,2,1,9,workflow_dispatch
20260825T190655Z,8069,32887541330,0,0,0,2,1,11,workflow_dispatch
20260825T191100Z,8070,32888015551,0,0,0,3,1,11,workflow_dispatch
20260825T191554Z,8071,32888488297,0,0,0,1,1,9,workflow_dispatch
20260825T192057Z,8072,32888968254,0,0,0,1,1,10,workflow_dispatch
20260825T193304Z,8074,32889915858,0,0,0,0,0,0,workflow_dispatch
20260825T193624Z,8075,32890388260,0,0,0,222,1,10,workflow_dispatch
20260825T194200Z,8076,32890857800,0,0,0,216,0,0,workflow_dispatch
