run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260727T020322Z,5104,30231215892,0,0,2,0,schedule
20260727T055848Z,5105,30241253215,0,0,3,8,schedule
20260727T130040Z,5106,30268271131,0,0,2,7,workflow_dispatch
20260727T130611Z,5107,30268635225,0,0,2,7,workflow_dispatch
20260727T131040Z,5108,30269009024,0,0,2,7,workflow_dispatch
20260727T131539Z,5109,30269395743,0,0,1,7,workflow_dispatch
20260727T132037Z,5110,30269784923,0,0,2,8,workflow_dispatch
20260727T132542Z,5111,30270174127,0,0,3,7,workflow_dispatch
20260727T133042Z,5112,30270559977,0,0,218,0,workflow_dispatch
20260727T133603Z,5113,30270955114,0,0,220,0,workflow_dispatch
20260727T134101Z,5114,30271344795,0,0,217,0,workflow_dispatch
20260727T140102Z,5118,30272934206,0,0,4,183,workflow_dispatch
20260727T140540Z,5119,30273339135,0,0,1,202,workflow_dispatch
20260727T141040Z,5120,30273749840,0,0,2,205,workflow_dispatch
20260727T141628Z,5121,30274154523,0,0,2,186,workflow_dispatch
20260727T142045Z,5122,30274556317,0,0,3,199,workflow_dispatch
20260727T142540Z,5123,30274965975,0,0,1,189,workflow_dispatch
20260727T143106Z,5124,30275367571,0,0,4,127,workflow_dispatch
20260727T143424Z,5125,30275677255,0,0,3,0,schedule
20260727T143618Z,5126,30275772059,0,0,3,170,workflow_dispatch
20260727T144050Z,5127,30276174868,0,0,3,166,workflow_dispatch
20260727T144542Z,5128,30276584321,0,0,2,204,workflow_dispatch
20260727T145039Z,5129,30276993297,0,0,3,205,workflow_dispatch
20260727T145540Z,5130,30277409170,0,0,2,157,workflow_dispatch
20260727T150050Z,5131,30277824310,0,0,3,219,workflow_dispatch
20260727T150708Z,5132,30278251196,0,0,2,0,workflow_dispatch
20260727T151159Z,5133,30278665608,0,0,3,0,workflow_dispatch
20260727T151614Z,5134,30279075149,0,0,3,117,workflow_dispatch
20260727T152037Z,5135,30279482961,0,0,1,189,workflow_dispatch
